"12f5 -- 7. Workplace structure, 2010-2024"

"Postal code area","2020 Workplaces, total (TP)","2021 Workplaces, total (TP)","2022 Workplaces, total (TP)","2023 Workplaces, total (TP)","2024 Workplaces, total (TP)"
"79190  Valkeamäki (Leppävirta)",4,6,12,1,0
"79230  Moninmäki (Leppävirta)",5,5,5,7,0
"79255  Kurjala-Moninmäki (Leppävirta)",21,21,20,23,0
"79265  Puponmäki (Leppävirta)",7,6,7,7,0
"79330  Näädänmaa (Leppävirta)",3,3,2,2,0
"79350  Itä-Soisalo (Leppävirta)",6,5,7,5,0
"79410  Niinimäki (Leppävirta)",35,34,30,32,0
"79480  Kangaslampi Keskus (Varkaus)",63,66,58,59,0
"79520  Viljolahti (Varkaus)",12,14,13,10,0
"79600  Joroinen Keskus (Joroinen)",905,885,879,886,0
"79620  Huutokoski (Joroinen)",39,43,44,52,0
"79630  Kolma (Joroinen)",23,21,22,28,0
"79660  Kerisalo (Joroinen)",20,22,22,21,0
"79680  Lahnalahti (Joroinen)",22,25,22,22,0
"79690  Kaitainen (Joroinen)",50,58,63,65,0
"79700  Heinävesi Keskus (Heinävesi)",712,698,676,720,0
"79810  Karvion kanava (Heinävesi)",43,34,34,34,0
"79820  Varistaipale (Heinävesi)",6,5,5,7,0
"79830  Palokki (Heinävesi)",4,6,6,9,0
"79850  Uusi-Valamo (Heinävesi)",0,0,0,0,0
"79860  Suuraho - Uusi-Valamo (Heinävesi)",95,96,88,89,0
"79885  Etelä-Petruma (Heinävesi)",6,7,7,6,0
"79895  Sarvikumpu (Heinävesi)",8,9,7,8,0
"79910  Kerma (Heinävesi)",23,28,32,10,0
"79940  Vihtari-Poikiinaho (Heinävesi)",14,15,16,18,0
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",15169,15470,15585,15567,0
"80110  Joensuu Keskus Eteläinen (Joensuu)",1585,1747,1673,1717,0
"80130  Kanervala (Joensuu)",2921,2759,2786,2576,0
"80140  Noljakka (Joensuu)",1325,1883,1973,1976,0
"80160  Rantakylä-Latola (Joensuu)",1078,1125,1184,1237,0
"80170  Utra (Joensuu)",256,316,303,318,0
"80200  Niinivaara (Joensuu)",1001,981,1067,1009,0
"80210  Sairaala-alue (Joensuu)",2721,2776,2934,3038,0
"80220  Penttilä (Joensuu)",1134,1350,1405,1491,0
"80230  Hukanhauta (Joensuu)",406,506,592,567,0
"80260  Kettuvaara (Joensuu)",719,742,802,885,0
"80330  Reijola (Joensuu)",338,339,341,356,0
"80400  Ylämylly (Liperi)",1420,1539,1669,1745,0
"80510  Onttola-Kunnasniemi (Kontiolahti)",183,207,195,195,0
"80710  Lehmo (Kontiolahti)",1650,1786,1877,1801,0
"80770  Kontiolahti as (Kontiolahti)",110,138,143,105,0
"80780  Kontioniemi (Kontiolahti)",129,105,114,77,0
"80790  Kontioranta-Kontioniemi (Kontiolahti)",69,72,90,63,0
"80850  Paihola (Kontiolahti)",68,103,122,135,0
"80910  Kulho (Kontiolahti)",114,118,124,128,0
"81100  Kontiolahti (Kontiolahti)",806,779,769,803,0
"81120  Katajaranta (Kontiolahti)",55,51,40,20,0
"81160  Romppala-Riihikangas (Kontiolahti)",12,12,11,10,0
"81200  Eno Keskus (Joensuu)",406,418,434,419,0
"81210  Louhioja (Joensuu)",47,61,45,39,0
"81220  Jakokoski (Kontiolahti)",81,78,91,88,0
"81230  Mönni (Kontiolahti)",5,10,12,13,0
"81235  Lehtoi (Kontiolahti)",25,23,31,30,0
"81260  Ahveninen (Joensuu)",28,26,30,36,0
"81270  Paukkaja (Joensuu)",6,6,9,5,0
"81280  Uimaharju (Joensuu)",571,562,600,574,0
"81290  Ukkola (Joensuu)",9,10,10,13,0
"81295  Haapalahti (Joensuu)",27,29,30,34,0
"81320  Kuismavaara (Joensuu)",4,4,4,4,0
"81330  Luhtapohja (Joensuu)",4,4,2,2,0
"81350  Tokrajärvi (Ilomantsi)",12,11,7,5,0
"81360  Sarvinki (Joensuu)",5,7,6,7,0
"81390  Revonkylä (Joensuu)",2,2,2,1,0
"81420  Tyrjänsaari (Ilomantsi)",3,3,4,5,0
"81430  Kivilahti (Ilomantsi)",2,2,2,2,0
"81450  Huhus-Käenkoski (Ilomantsi)",5,4,4,3,0
"81460  Käenkoski (Ilomantsi)",0,1,1,1,0
"81470  Naarva (Ilomantsi)",7,8,9,9,0
"81560  Vuonisjärvi (Lieksa)",11,14,12,12,0
"81570  Kelvä (Lieksa)",15,16,14,12,0
"81590  Vuonislahti (Lieksa)",13,16,16,15,0
"81650  Hattuvaara (Lieksa)",8,6,6,5,0
"81660  Lehmikylä (Lieksa)",0,0,0,0,0
"81700  Lieksa Keskus (Lieksa)",1778,1890,1886,1942,0
"81720  Mähkö-Timitra (Lieksa)",823,681,602,560,0
"81750  Pankakoski (Lieksa)",209,217,219,213,0
"81810  Jamali (Lieksa)",23,18,19,20,0
"81820  Kylänlahti (Lieksa)",69,80,63,64,0
"81850  Mätäsvaara (Lieksa)",14,13,14,19,0
"81860  Viekijärvi (Lieksa)",39,42,38,35,0
"81950  Pankajärvi (Lieksa)",4,5,5,6,0
"81970  Jongunjoki-Pankajärvi (Lieksa)",13,8,6,6,0
"82110  Heinävaara (Joensuu)",334,355,372,299,0
"82120  Keskijärvi (Joensuu)",7,7,9,8,0
"82140  Kiihtelysvaara Keskus (Joensuu)",298,263,296,262,0
"82160  Oskola (Joensuu)",2,2,4,4,0
"82170  Uskali (Joensuu)",5,7,7,8,0
"82180  Huhtilampi (Joensuu)",9,12,9,10,0
"82200  Hammaslahti (Joensuu)",693,680,681,631,0
"82210  Suhmura (Joensuu)",107,111,107,103,0
"82220  Niittylahti (Joensuu)",220,207,227,223,0
"82290  Nieminen (Rääkkylä)",30,33,35,27,0
"82300  Rääkkylä Keskus (Rääkkylä)",295,313,298,269,0
"82310  Oravisalo-Varpasalo (Rääkkylä)",26,20,20,18,0
"82335  Rasivaara (Rääkkylä)",68,72,74,77,0
"82350  Tikkala (Tohmajärvi)",42,42,34,56,0
"82360  Onkamo (Tohmajärvi)",25,22,23,20,0
"82380  Tolosenmäki (Kitee)",135,132,130,106,0
"82395  Haarajärvi (Kitee)",12,12,11,8,0
"82430  Puhos-Leinovaara (Kitee)",200,203,190,192,0
"82460  Hummovaara (Kitee)",11,12,10,9,0
"82490  Heinoniemi (Kitee)",4,5,5,5,0
"82500  Kitee Keskus (Kitee)",2003,2061,2020,1963,0
"82510  Kiteenlahti (Kitee)",29,29,27,21,0
"82580  Juurikka (Kitee)",29,29,29,33,0
"82590  Närsäkkälä (Kitee)",10,8,7,4,0
"82600  Tohmajärvi Keskus (Tohmajärvi)",726,761,763,722,0
"82655  Värtsilä Keskus (Tohmajärvi)",47,43,39,40,0
"82660  Uusi-Värtsilä (Tohmajärvi)",4,5,7,7,0
"82670  Kaurila (Tohmajärvi)",6,8,12,11,0
"82675  Niirala-Jänisjoki (Tohmajärvi)",215,196,204,186,0
"82685  Littilä (Tohmajärvi)",36,36,42,40,0
"82710  Kovero (Joensuu)",123,131,126,125,0
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",172,218,216,213,0
"82750  Öllölä (Joensuu)",3,3,3,2,0
"82760  Hoilola (Joensuu)",4,5,5,7,0
"82770  Kaustajärvi (Tohmajärvi)",6,6,5,4,0
"82815  Marjovaara (Joensuu)",2,2,4,4,0
"82820  Maukkula (Ilomantsi)",39,45,48,44,0
"82830  Haukivaara (Ilomantsi)",0,1,2,2,0
"82840  Pirttiaho (Joensuu)",0,0,0,0,0
"82850  Kinnasniemi (Joensuu)",5,6,6,7,0
"82865  Kokinvaara-Mannervaara (Joensuu)",4,6,4,3,0
"82870  Luutalahti (Joensuu)",2,0,1,0,0
"82880  Mannervaara (Joensuu)",2,3,2,1,0
"82900  Ilomantsi Keskus (Ilomantsi)",1138,1158,1110,1051,0
"82915  Sonkaja (Ilomantsi)",21,20,16,17,0
"82960  Lehtovaara-Kuikkalampi (Ilomantsi)",14,10,8,8,0
"82967  Hattu (Ilomantsi)",14,19,43,48,0
"82980  Möhkö (Ilomantsi)",12,12,5,3,0
"83100  Liperi Keskus (Liperi)",937,870,884,875,0
"83130  Salokylä (Liperi)",20,20,15,16,0
"83140  Puromäki (Liperi)",14,20,16,20,0
"83150  Roukalahti (Liperi)",26,17,18,19,0
"83160  Tutjunniemi (Liperi)",20,16,15,16,0
"83320  Risti-Juojärvi (Liperi)",9,7,6,8,0
"83330  Kaatamo (Liperi)",31,29,32,31,0
"83340  Kaarnalampi (Liperi)",7,5,8,7,0
"83400  Viinijärvi (Liperi)",184,202,186,189,0
"83430  Käsämä (Liperi)",155,152,163,168,0
"83450  Vaivio (Liperi)",57,52,62,65,0
"83460  Harinjärvi (Liperi)",15,16,15,16,0
"83480  Ahonkylä (Liperi)",15,13,16,13,0
"83500  Outokumpu Keskus (Outokumpu)",1912,2178,2165,2135,0
"83550  Kokonvaara (Outokumpu)",7,7,5,6,0
"83630  Kuusjärvi (Outokumpu)",28,26,42,42,0
"83660  Varislahti (Outokumpu)",25,19,25,24,0
"83700  Polvijärvi Keskus (Polvijärvi)",710,684,647,627,0
"83720  Kuorevaara (Polvijärvi)",27,48,22,26,0
"83750  Sotkuma (Polvijärvi)",73,70,82,80,0
"83760  Sola (Polvijärvi)",26,34,16,18,0
"83780  Horsmanaho (Polvijärvi)",39,36,35,43,0
"83825  Kinahmo (Polvijärvi)",23,29,25,26,0
"83830  Hukkala (Polvijärvi)",7,4,7,6,0
"83835  Ruvaslahti (Polvijärvi)",57,53,60,60,0
"83840  Saarivaara (Polvijärvi)",6,6,5,5,0
"83855  Martonvaara-Sammakkovaara (Polvijärvi)",14,16,14,16,0
"83870  Polvela-Timovaara (Juuka)",11,12,14,12,0
"83880  Kajoo (Juuka)",9,12,9,9,0
"83900  Juuka Keskus (Juuka)",996,982,970,958,0
"83910  Paalasmaa (Juuka)",3,3,3,3,0
"83915  Vihtasuo (Juuka)",0,0,0,0,0
"83940  Nunnanlahti (Juuka)",160,190,210,205,0
"83950  Ahmovaara (Juuka)",42,53,52,54,0
"83960  Koli (Lieksa)",173,195,182,191,0
"83985  Tuopanjoki (Juuka)",0,0,0,0,0
"84100  Ylivieska Keskus (Ylivieska)",5960,6146,6270,6225,0
"84460  Tuomiperä (Ylivieska)",13,15,16,16,0
"84540  Vähäkangas (Ylivieska)",40,43,47,48,0
"84650  Kantokylä (Ylivieska)",45,52,50,51,0
"84770  Isokoski (Ylivieska)",25,30,32,28,0
"84880  Raudaskylä (Ylivieska)",170,187,181,168,0
"85100  Kalajoki Keskus (Kalajoki)",2796,2909,2965,2738,0
"85120  Metsä (Kalajoki)",35,35,33,34,0
"85140  Tynkä (Kalajoki)",166,169,159,158,0
"85150  Typpö (Kalajoki)",36,37,36,37,0
"85160  Rautio (Kalajoki)",218,247,267,259,0
"85180  Rahja (Kalajoki)",178,182,181,165,0
"85200  Alavieska Keskus (Alavieska)",542,538,530,536,0
"85210  Kähtävä (Alavieska)",49,59,61,59,0
"85230  Talus (Alavieska)",27,26,28,27,0
"85310  Sievi Asemanseutu (Sievi)",377,401,400,424,0
"85320  Markkula (Sievi)",48,49,47,55,0
"85340  Jyrinki (Sievi)",87,97,73,67,0
"85410  Sievi Keskus (Sievi)",1219,1322,1295,1188,0
"85430  Koivisto (Sievi)",92,88,80,74,0
"85450  Joenkylä (Sievi)",27,30,27,25,0
"85470  Kiiskilampi (Sievi)",67,89,93,67,0
"85500  Nivala Keskus (Nivala)",3005,3091,3179,3117,0
"85540  Mönkö (Nivala)",71,69,75,67,0
"85560  Ainastalo (Nivala)",63,62,59,61,0
"85580  Karvoskylä (Nivala)",64,62,56,60,0
"85620  Sarja (Nivala)",25,25,27,27,0
"85630  Sarjanahde (Nivala)",74,66,62,73,0
"85640  Maliskylä (Nivala)",54,48,47,46,0
"85660  Ruuskankylä (Nivala)",32,35,30,31,0
"85710  Parkkila (Haapajärvi)",60,60,55,59,0
"85730  Tulppo (Haapajärvi)",26,26,30,20,0
"85800  Haapajärvi Keskus (Haapajärvi)",2320,2334,2326,2261,0
"85820  Oksava (Haapajärvi)",112,113,105,113,0
"85840  Kuona (Haapajärvi)",32,33,36,35,0
"85900  Reisjärvi Keskus (Reisjärvi)",675,672,683,645,0
"85930  Kangaskylä-Tolpankangas (Reisjärvi)",22,25,24,21,0
"85940  Räisälänmäki (Reisjärvi)",66,71,72,73,0
"85980  Köyhänperä (Reisjärvi)",65,51,48,48,0
"86100  Pyhäjoki Keskus (Pyhäjoki)",472,512,504,484,0
"86110  Parhalahti (Pyhäjoki)",260,321,71,41,0
"86160  Pirttikoski (Pyhäjoki)",20,17,15,15,0
"86170  Yppäri (Pyhäjoki)",106,94,97,96,0
"86210  Petäjäskoski (Oulainen)",35,36,31,32,0
"86220  Merijärvi Keskus (Merijärvi)",192,194,205,203,0
"86230  Ylipää (Merijärvi)",14,18,25,24,0
"86240  Pyhänkoski (Merijärvi)",9,10,11,10,0
"86300  Oulainen Keskus (Oulainen)",2578,2609,2515,2370,0
"86350  Kilpua (Oulainen)",5,6,8,7,0
"86360  Ilveskorpi (Raahe)",41,47,44,46,0
"86400  Vihanti Keskus (Raahe)",356,319,317,327,0
"86440  Lampinsaari (Raahe)",14,10,7,1,0
"86460  Alpua (Raahe)",35,46,42,41,0
"86470  Lumimetsä (Raahe)",44,43,40,37,0
"86480  Karhukangas (Haapavesi)",4,6,7,8,0
"86510  Matkaniva (Oulainen)",27,35,32,28,0
"86530  Annonen (Haapavesi)",17,17,18,18,0
"86550  Mieluskylä (Haapavesi)",44,40,34,29,0
"86600  Haapavesi Keskus (Haapavesi)",2108,2200,2245,2174,0
"86650  Kytökylä-Joutenniva (Haapavesi)",114,104,111,107,0
"86680  Vatjusjärvi (Haapavesi)",27,28,29,28,0
"86690  Karsikas (Haapavesi)",23,27,31,30,0
"86710  Kärsämäki Keskus (Kärsämäki)",874,928,905,882,0
"86790  Venetpalo (Kärsämäki)",0,0,0,0,0
"86800  Pyhäsalmi (Pyhäjärvi)",1160,1232,1190,1183,0
"86810  Pellikkaperä (Pyhäjärvi)",4,2,2,3,0
"86850  Hiidenniemi (Pyhäjärvi)",17,21,21,20,0
"86870  Vesikoski (Pyhäjärvi)",27,28,28,25,0
"86900  Pyhäkumpu (Pyhäjärvi)",125,120,118,113,0
"86980  Väliaho (Pyhäjärvi)",6,3,3,3,0
"87100  Kajaani Keskus (Kajaani)",6365,6420,6445,6405,0
"87150  Purola (Kajaani)",140,129,140,161,0
"87200  Teppana (Kajaani)",350,358,509,386,0
"87250  Kättö-Kätönlahti (Kajaani)",951,970,865,919,0
"87300  Palokangas (Kajaani)",1438,1719,1692,1622,0
"87400  Petäisenniska (Kajaani)",1518,1591,1573,1514,0
"87500  Lehtikangas (Kajaani)",1352,1450,1410,1445,0
"87700  Lohtaja-Kettu (Kajaani)",873,854,864,749,0
"87800  Vuoreslahti (Kajaani)",67,54,65,66,0
"87830  Nakertaja (Kajaani)",84,83,118,106,0
"87850  Paltaniemi (Kajaani)",51,71,68,54,0
"87900  Kajaani (Kajaani)",95,105,111,106,0
"87910  Linnantaus (Kajaani)",33,32,36,40,0
"87930  Salmijärvi (Kajaani)",138,149,137,192,0
"87950  Kuluntalahti (Kajaani)",97,88,91,79,0
"87970  Jormua (Kajaani)",36,48,51,52,0
"88120  Tuhkakylä (Sotkamo)",1128,1152,1145,1237,0
"88200  Otanmäki-Kytökoski (Kajaani)",466,423,482,514,0
"88270  Vuolijoki Keskus (Kajaani)",163,170,168,203,0
"88300  Paltamo Keskus (Paltamo)",551,559,479,486,0
"88310  Melalahti (Paltamo)",24,23,22,22,0
"88340  Manamansalo (Vaala)",3,4,6,4,0
"88350  Kivesjärvi (Paltamo)",5,9,12,9,0
"88380  Mieslahti (Paltamo)",53,62,60,54,0
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",251,253,255,237,0
"88440  Jokikylä (Ristijärvi)",4,3,3,13,0
"88460  Hiisijärvi (Ristijärvi)",1,0,0,0,0
"88470  Kontiomäki (Paltamo)",186,174,182,141,0
"88490  Pohjavaara (Sotkamo)",41,31,33,31,0
"88530  Paakki (Sotkamo)",13,11,29,27,0
"88600  Sotkamo Keskus (Sotkamo)",1869,1903,1941,1930,0
"88610  Vuokatti (Sotkamo)",719,792,829,840,0
"88615  Vuokatin Urheiluopisto (Sotkamo)",65,63,66,71,0
"88620  Korholanmäki (Sotkamo)",165,171,194,189,0
"88640  Ontojoki (Sotkamo)",4,4,5,10,0
"88670  Juurikkalahti-Maanselkä (Sotkamo)",13,13,11,8,0
"88690  Maanselkä (Sotkamo)",10,10,12,12,0
"88730  Ylä-Vieksi (Kuhmo)",4,5,6,7,0
"88740  Härmänkylä-Iivantiira (Kuhmo)",19,18,18,18,0
"88760  Iivantiira (Kuhmo)",15,13,13,11,0
"88900  Kuhmo Keskus (Kuhmo)",2243,2309,2250,2269,0
"88930  Lentiira-Kuumu (Kuhmo)",100,107,107,102,0
"88940  Kuumu (Kuhmo)",2,3,2,0,0
"89110  Törmänmäki (Puolanka)",2,1,1,1,0
"89140  Kotila-Törmänmäki (Puolanka)",30,29,17,15,0
"89200  Puolanka Keskus (Puolanka)",554,512,497,489,0
"89210  Puokiovaara (Puolanka)",15,12,14,15,0
"89320  Joukokylä (Puolanka)",20,21,22,21,0
"89330  Suolijärvi (Puolanka)",9,10,11,11,0
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",443,459,438,453,0
"89430  Hoikka (Hyrynsalmi)",2,2,4,5,0
"89440  Sakara (Suomussalmi)",0,0,0,0,0
"89540  Moisiovaara (Hyrynsalmi)",14,13,7,8,0
"89560  Karhuvaara (Hyrynsalmi)",2,1,1,2,0
"89600  Ämmänsaari (Suomussalmi)",1765,1826,1777,1740,0
"89610  Jumaliskylä (Suomussalmi)",2,3,0,0,0
"89640  Pesiökylä (Suomussalmi)",1,1,1,1,0
"89660  Takalo (Suomussalmi)",1,1,1,1,0
"89670  Näljänkä (Suomussalmi)",14,20,15,14,0
"89680  Vaaranniva (Suomussalmi)",2,0,3,3,0
"89730  Ahjola (Suomussalmi)",0,0,0,0,0
"89740  Kianta (Suomussalmi)",3,3,3,3,0
"89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi)",3,4,5,4,0
"89770  Peranka (Suomussalmi)",4,3,3,2,0
"89780  Kaikkonen (Suomussalmi)",4,5,3,4,0
"89800  Suomussalmi Keskus (Suomussalmi)",89,120,110,97,0
"89830  Ala-Vuokki (Suomussalmi)",4,3,3,3,0
"89840  Yli-Vuokki (Suomussalmi)",23,1,2,3,0
"89920  Ruhtinansalmi (Suomussalmi)",67,64,65,62,0
"90100  Oulu Keskus (Oulu)",13271,13384,14259,14429,0
"90120  Heinäpää (Oulu)",1053,1228,1190,1264,0
"90130  Raksila (Oulu)",3703,4002,3759,4052,0
"90140  Karjasilta (Oulu)",2672,2471,2355,2238,0
"90150  Höyhtyä (Oulu)",833,852,840,806,0
"90220  Kontinkangas (Oulu)",10630,10207,10604,10660,0
"90230  Värttö-Maikkula (Oulu)",3427,3663,3958,4028,0
"90240  Iinatti (Oulu)",1361,1681,1753,1786,0
"90250  Kaukovainio (Oulu)",1837,1588,1918,1990,0
"90310  Madekoski (Oulu)",196,210,217,219,0
"90400  Äimärautio (Oulu)",7551,7906,8361,8398,0
"90410  Kaakkuri (Oulu)",1833,1756,1902,1926,0
"90420  Metsokangas (Oulu)",1545,1657,1505,1496,0
"90440  Kempele Keskus (Kempele)",4561,4759,4758,4479,0
"90450  Honkanen (Kempele)",1510,1649,1937,2154,0
"90460  Oulunsalo Keskus (Oulu)",2333,2358,2330,2180,0
"90470  Varjakka (Oulu)",120,120,93,93,0
"90480  Hailuoto (Hailuoto)",212,222,230,199,0
"90500  Tuira (Oulu)",1353,1561,1585,1547,0
"90510  Hietasaari (Oulu)",475,541,495,502,0
"90520  Taskila-Toppila (Oulu)",719,841,986,987,0
"90530  Välivainio (Oulu)",1443,1364,1512,1416,0
"90540  Kuivasjärvi (Oulu)",1119,1213,1351,1345,0
"90550  Pyykösjärvi-Puolivälinkangas (Oulu)",267,292,321,306,0
"90560  Koskela-Oulu (Oulu)",271,248,200,202,0
"90570  Kaijonharju-Linnanmaa (Oulu)",3874,4052,4137,4300,0
"90580  Rajakylä (Oulu)",415,382,445,469,0
"90590  Teknologiakylä (Oulu)",5994,6701,6905,6603,0
"90600  Oulun rahtiterminaali (Oulu)",522,493,472,467,0
"90620  Rusko-Heikinharju (Oulu)",7441,8054,8583,8818,0
"90630  Korvensuora (Oulu)",602,737,805,761,0
"90650  Haapalehto (Oulu)",1523,1481,1414,1432,0
"90660  Sanginsuu (Oulu)",212,209,227,224,0
"90670  Hiukkavaara (Oulu)",274,361,505,542,0
"90800  Pateniemi (Oulu)",663,666,692,721,0
"90810  Kiviniemi (Oulu)",223,235,262,237,0
"90820  Kello (Oulu)",622,589,580,566,0
"90830  Haukipudas Keskus (Oulu)",1924,1856,1898,1889,0
"90840  Haukipudas Asemanseutu (Oulu)",289,354,357,380,0
"90850  Martinniemi (Oulu)",235,260,262,267,0
"90860  Halosenniemi (Oulu)",11,13,13,14,0
"90900  Kiiminki Keskus (Oulu)",1117,1172,1163,1179,0
"90910  Kontio (Oulu)",173,161,180,185,0
"90940  Jääli (Oulu)",854,897,810,846,0
"91100  Ii Keskus (Ii)",1784,1866,1894,1764,0
"91110  Ii Asemanseutu (Ii)",120,140,146,153,0
"91140  Olhava (Ii)",30,29,26,23,0
"91150  Yli-Olhava (Ii)",15,16,17,21,0
"91200  Yli-Ii Keskus (Oulu)",306,213,205,194,0
"91210  Jakkukylä (Ii)",70,73,64,65,0
"91240  Tannila (Oulu)",15,17,19,19,0
"91260  Pahkakoski - Räinä (Oulu)",0,1,0,1,0
"91300  Ylikiiminki Keskus (Oulu)",593,513,478,494,0
"91310  Arkala (Oulu)",7,6,8,6,0
"91410  Jokirinne (Muhos)",197,192,192,185,0
"91430  Leppiniemi (Muhos)",65,64,63,62,0
"91500  Muhos Keskus (Muhos)",1963,1920,2004,1961,0
"91510  Rova (Muhos)",81,95,94,95,0
"91560  Kylmälänkylä (Muhos)",23,23,17,13,0
"91600  Utajärvi Keskus (Utajärvi)",608,627,593,600,0
"91620  Sanginkylä (Utajärvi)",20,15,14,16,0
"91630  Juorkuna (Utajärvi)",5,4,4,4,0
"91640  Särkijärvi (Utajärvi)",4,2,3,3,0
"91660  Ahmas (Utajärvi)",35,35,32,32,0
"91670  Rokua (Utajärvi)",49,50,46,70,0
"91700  Vaala Keskus - Oterma (Vaala)",496,508,495,471,0
"91710  Jylhämä (Vaala)",2,4,4,1,0
"91720  Oterma (Vaala)",4,5,6,7,0
"91730  Kankari (Vaala)",13,14,20,18,0
"91740  Jaalanka - Liminpuro (Vaala)",3,2,5,3,0
"91750  Liminpuro (Vaala)",4,3,3,3,0
"91760  Säräisniemi (Vaala)",9,12,11,12,0
"91780  Neittävä (Vaala)",17,17,19,13,0
"91790  Nuojua (Vaala)",29,28,27,27,0
"91800  Tyrnävä (Tyrnävä)",1116,1169,1186,1100,0
"91900  Liminka Keskus (Liminka)",1696,1765,1751,1686,0
"91910  Tupos (Liminka)",627,678,593,553,0
"91930  Ala-Temmes (Liminka)",50,53,53,55,0
"91950  Temmes (Tyrnävä)",92,90,73,66,0
"91980  Lumijoki (Lumijoki)",396,419,431,442,0
"92100  Raahe Keskus (Raahe)",3264,3265,3624,3487,0
"92120  Ollinsaari - Mestauskallio (Raahe)",578,574,583,580,0
"92130  Isoholmi - Antinkangas (Raahe)",466,428,428,434,0
"92140  Pattijoki Keskus (Raahe)",737,718,691,683,0
"92150  Kummatti - Junnilanmäki (Raahe)",572,506,544,519,0
"92160  Saloinen (Raahe)",2614,3178,2965,2866,0
"92180  Lapaluoto (Raahe)",275,288,230,172,0
"92210  Arkkukari (Raahe)",63,65,61,59,0
"92220  Piehinki (Raahe)",21,22,16,14,0
"92230  Mattilanperä (Raahe)",37,183,47,53,0
"92240  Lasikangas (Raahe)",40,33,37,31,0
"92260  Kopsa (Raahe)",57,79,65,80,0
"92320  Siikajoki Keskus (Siikajoki)",268,271,267,256,0
"92330  Karinkanta (Siikajoki)",107,102,101,109,0
"92350  Revonlahti (Siikajoki)",105,105,97,98,0
"92400  Ruukki Keskus (Siikajoki)",697,720,750,757,0
"92430  Paavola - Huumola (Siikajoki)",158,173,179,174,0
"92440  Saarikoski (Siikajoki)",5,9,10,6,0
"92450  Luohua (Siikajoki)",59,65,52,53,0
"92470  Tuomioja (Siikajoki)",66,66,73,76,0
"92500  Rantsila Keskus (Siikalatva)",327,551,534,413,0
"92520  Sipola (Siikalatva)",6,7,9,9,0
"92530  Mankila (Siikalatva)",46,42,43,36,0
"92600  Pulkkila Keskus (Siikalatva)",489,543,539,535,0
"92610  Vorna (Siikalatva)",29,34,31,29,0
"92620  Piippola Keskus (Siikalatva)",194,160,181,193,0
"92640  Leskelä (Siikalatva)",15,13,24,18,0
"92650  Laakkola (Siikalatva)",30,22,24,22,0
"92700  Kestilä (Siikalatva)",218,219,217,251,0
"92810  Pelsonsuo (Vaala)",119,118,113,112,0
"92830  Veneheitto (Vaala)",58,64,65,59,0
"92910  Tavastkenkä (Pyhäntä)",40,82,81,75,0
"92920  Ahokylä (Pyhäntä)",9,11,11,5,0
"92930  Pyhäntä (Pyhäntä)",582,645,651,652,0
"93100  Pudasjärvi Keskus (Pudasjärvi)",1777,1851,1804,1647,0
"93140  Kipinä (Pudasjärvi)",45,43,46,46,0
"93160  Hetejärvi (Pudasjärvi)",18,18,19,18,0
"93170  Yli-Kollaja (Pudasjärvi)",13,10,8,10,0
"93180  Ikosenniemi (Pudasjärvi)",0,0,0,0,0
"93187  Ala-Siurua (Pudasjärvi)",15,17,14,21,0
"93190  Yli-Siurua - Ikosenniemi (Pudasjärvi)",5,6,5,6,0
"93195  Kokkokylä (Pudasjärvi)",3,4,7,10,0
"93220  Livo (Pudasjärvi)",27,32,24,20,0
"93225  Pärjänsuo (Pudasjärvi)",17,15,15,14,0
"93240  Rytinki (Pudasjärvi)",17,17,18,16,0
"93250  Sarajärvi (Pudasjärvi)",18,19,18,15,0
"93270  Sotkajärvi (Pudasjärvi)",51,55,48,40,0
"93277  Iinattijärvi (Pudasjärvi)",24,26,26,19,0
"93280  Syöte (Pudasjärvi)",140,184,161,155,0
"93290  Pintamo (Pudasjärvi)",8,6,8,6,0
"93350  Jaurakkajärvi (Pudasjärvi)",13,11,8,9,0
"93390  Puhoskylä (Pudasjärvi)",14,13,10,9,0
"93400  Taivalkoski Keskus (Taivalkoski)",1060,1104,1062,984,0
"93420  Jurmu (Taivalkoski)",13,17,15,16,0
"93440  Loukusa (Taivalkoski)",2,3,1,2,0
"93470  Inget (Taivalkoski)",10,12,10,11,0
"93540  Tyrövaara (Taivalkoski)",48,50,55,53,0
"93590  Vanhala (Taivalkoski)",22,25,21,22,0
"93600  Kuusamo (Kuusamo)",4359,4391,4464,4387,0
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",198,169,158,150,0
"93800  Muojärvi (Kuusamo)",243,255,275,263,0
"93830  Rukatunturi (Kuusamo)",570,640,706,775,0
"93900  Oulangan kansallispuisto (Kuusamo)",104,107,113,112,0
"93999  Lososaari (Kuusamo)",0,0,0,0,0
"94100  Kemi Keskus (Kemi)",3994,3876,3858,3827,0
"94200  Torvinen - Vainio (Kemi)",614,580,980,970,0
"94300  Pajusaari (Kemi)",365,419,72,56,0
"94400  Keminmaa Keskus (Keminmaa)",612,627,663,722,0
"94430  Kaakamo (Tornio)",60,60,63,68,0
"94450  Lassila - Jokisuu (Keminmaa)",1176,1113,1164,1214,0
