"12f2 -- 4. Size and stage in life of households, 2010-2024"

"Postal code area","2020 One-person households (TE)","2021 One-person households (TE)","2022 One-person households (TE)","2023 One-person households (TE)","2024 One-person households (TE)"
"79130  Sorsakoski (Leppävirta)",228,213,231,227,218
"79140  Kotalahti (Leppävirta)",38,43,41,44,46
"79150  Konnuslahti-Valkeamäki (Leppävirta)",45,45,46,48,54
"79160  Saamaiskylä (Leppävirta)",13,14,9,9,9
"79180  Tuppurinmäki (Leppävirta)",...,...,...,...,...
"79190  Valkeamäki (Leppävirta)",...,...,...,...,...
"79230  Moninmäki (Leppävirta)",...,...,...,...,...
"79255  Kurjala-Moninmäki (Leppävirta)",21,23,21,22,26
"79265  Puponmäki (Leppävirta)",17,17,19,19,21
"79330  Näädänmaa (Leppävirta)",20,14,16,19,18
"79350  Itä-Soisalo (Leppävirta)",18,20,20,25,17
"79410  Niinimäki (Leppävirta)",41,38,39,41,41
"79480  Kangaslampi Keskus (Varkaus)",157,156,147,148,142
"79520  Viljolahti (Varkaus)",30,29,30,28,28
"79600  Joroinen Keskus (Joroinen)",596,588,602,603,611
"79620  Huutokoski (Joroinen)",33,27,30,31,33
"79630  Kolma (Joroinen)",29,28,28,33,33
"79660  Kerisalo (Joroinen)",23,24,20,21,20
"79680  Lahnalahti (Joroinen)",24,24,22,17,16
"79690  Kaitainen (Joroinen)",22,24,22,22,25
"79700  Heinävesi Keskus (Heinävesi)",619,616,601,600,599
"79810  Karvion kanava (Heinävesi)",63,63,64,62,69
"79820  Varistaipale (Heinävesi)",19,18,23,24,24
"79830  Palokki (Heinävesi)",...,...,...,...,...
"79850  Uusi-Valamo (Heinävesi)",0,0,0,0,0
"79860  Suuraho - Uusi-Valamo (Heinävesi)",48,52,52,49,48
"79885  Etelä-Petruma (Heinävesi)",13,15,13,13,...
"79895  Sarvikumpu (Heinävesi)",28,27,24,28,26
"79910  Kerma (Heinävesi)",41,32,39,37,35
"79940  Vihtari-Poikiinaho (Heinävesi)",28,28,29,26,26
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",4387,4483,4634,4760,4747
"80110  Joensuu Keskus Eteläinen (Joensuu)",2103,2146,2190,2203,2192
"80130  Kanervala (Joensuu)",563,683,780,913,939
"80140  Noljakka (Joensuu)",2065,2153,2172,2171,2146
"80160  Rantakylä-Latola (Joensuu)",2709,2731,2795,2809,2825
"80170  Utra (Joensuu)",838,810,809,825,846
"80200  Niinivaara (Joensuu)",1820,1829,1854,1884,1911
"80210  Sairaala-alue (Joensuu)",0,0,...,0,0
"80220  Penttilä (Joensuu)",1499,1582,1639,1655,1670
"80230  Hukanhauta (Joensuu)",1057,1054,1092,1122,1119
"80260  Kettuvaara (Joensuu)",1022,1049,1056,1092,1087
"80330  Reijola (Joensuu)",387,379,389,409,418
"80400  Ylämylly (Liperi)",839,844,840,854,872
"80510  Onttola-Kunnasniemi (Kontiolahti)",120,106,110,115,112
"80710  Lehmo (Kontiolahti)",771,797,830,852,854
"80770  Kontiolahti as (Kontiolahti)",71,69,65,66,77
"80780  Kontioniemi (Kontiolahti)",46,50,43,45,45
"80790  Kontioranta-Kontioniemi (Kontiolahti)",21,26,28,32,32
"80850  Paihola (Kontiolahti)",108,109,115,118,118
"80910  Kulho (Kontiolahti)",110,105,109,103,111
"81100  Kontiolahti (Kontiolahti)",602,632,625,635,644
"81120  Katajaranta (Kontiolahti)",46,44,38,34,32
"81160  Romppala-Riihikangas (Kontiolahti)",43,48,43,43,44
"81200  Eno Keskus (Joensuu)",692,669,669,667,668
"81210  Louhioja (Joensuu)",38,42,49,48,46
"81220  Jakokoski (Kontiolahti)",61,61,64,67,63
"81230  Mönni (Kontiolahti)",28,26,28,30,28
"81235  Lehtoi (Kontiolahti)",23,22,26,25,27
"81260  Ahveninen (Joensuu)",33,31,31,29,30
"81270  Paukkaja (Joensuu)",17,21,21,21,23
"81280  Uimaharju (Joensuu)",380,384,391,378,390
"81290  Ukkola (Joensuu)",49,48,47,52,52
"81295  Haapalahti (Joensuu)",19,19,21,26,27
"81320  Kuismavaara (Joensuu)",...,...,...,...,...
"81330  Luhtapohja (Joensuu)",20,21,22,22,19
"81350  Tokrajärvi (Ilomantsi)",27,29,29,30,33
"81360  Sarvinki (Joensuu)",21,21,16,17,19
"81390  Revonkylä (Joensuu)",13,11,11,10,12
"81420  Tyrjänsaari (Ilomantsi)",16,15,18,18,18
"81430  Kivilahti (Ilomantsi)",24,25,23,23,23
"81450  Huhus-Käenkoski (Ilomantsi)",22,20,23,19,20
"81460  Käenkoski (Ilomantsi)",...,...,...,...,...
"81470  Naarva (Ilomantsi)",...,...,...,...,...
"81560  Vuonisjärvi (Lieksa)",24,26,32,33,32
"81570  Kelvä (Lieksa)",21,23,27,23,22
"81590  Vuonislahti (Lieksa)",29,31,32,28,30
"81650  Hattuvaara (Lieksa)",37,29,30,28,26
"81660  Lehmikylä (Lieksa)",...,...,...,...,...
"81700  Lieksa Keskus (Lieksa)",1755,1768,1716,1733,1702
"81720  Mähkö-Timitra (Lieksa)",725,724,729,699,684
"81750  Pankakoski (Lieksa)",217,216,212,214,213
"81810  Jamali (Lieksa)",48,54,53,51,48
"81820  Kylänlahti (Lieksa)",56,57,57,63,61
"81850  Mätäsvaara (Lieksa)",40,38,36,36,32
"81860  Viekijärvi (Lieksa)",89,91,90,86,83
"81950  Pankajärvi (Lieksa)",15,16,17,17,15
"81970  Jongunjoki-Pankajärvi (Lieksa)",42,37,40,41,41
"82110  Heinävaara (Joensuu)",132,127,130,137,147
"82120  Keskijärvi (Joensuu)",35,39,43,47,47
"82140  Kiihtelysvaara Keskus (Joensuu)",193,192,189,190,199
"82160  Oskola (Joensuu)",13,12,...,...,...
"82170  Uskali (Joensuu)",...,...,...,...,...
"82180  Huhtilampi (Joensuu)",21,17,15,18,14
"82200  Hammaslahti (Joensuu)",560,568,569,574,582
"82210  Suhmura (Joensuu)",49,50,50,53,57
"82220  Niittylahti (Joensuu)",153,162,160,160,159
"82290  Nieminen (Rääkkylä)",96,94,92,98,93
"82300  Rääkkylä Keskus (Rääkkylä)",260,271,267,257,259
"82310  Oravisalo-Varpasalo (Rääkkylä)",58,57,52,52,53
"82335  Rasivaara (Rääkkylä)",125,134,117,116,118
"82350  Tikkala (Tohmajärvi)",47,47,50,48,50
"82360  Onkamo (Tohmajärvi)",65,61,60,63,66
"82380  Tolosenmäki (Kitee)",64,69,69,76,75
"82395  Haarajärvi (Kitee)",11,11,12,14,15
"82430  Puhos-Leinovaara (Kitee)",154,149,148,146,146
"82460  Hummovaara (Kitee)",16,18,18,17,14
"82490  Heinoniemi (Kitee)",27,22,25,25,27
"82500  Kitee Keskus (Kitee)",1519,1526,1542,1556,1544
"82510  Kiteenlahti (Kitee)",33,27,34,35,35
"82580  Juurikka (Kitee)",46,49,42,45,50
"82590  Närsäkkälä (Kitee)",23,19,15,16,18
"82600  Tohmajärvi Keskus (Tohmajärvi)",645,655,645,624,612
"82655  Värtsilä Keskus (Tohmajärvi)",69,70,73,70,66
"82660  Uusi-Värtsilä (Tohmajärvi)",48,43,46,52,59
"82670  Kaurila (Tohmajärvi)",22,20,19,19,16
"82675  Niirala-Jänisjoki (Tohmajärvi)",25,27,23,23,23
"82685  Littilä (Tohmajärvi)",29,27,30,28,28
"82710  Kovero (Joensuu)",94,101,96,93,94
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",228,236,233,224,217
"82750  Öllölä (Joensuu)",30,26,27,32,30
"82760  Hoilola (Joensuu)",17,20,22,19,15
"82770  Kaustajärvi (Tohmajärvi)",...,...,...,...,...
"82815  Marjovaara (Joensuu)",25,24,25,25,22
"82820  Maukkula (Ilomantsi)",36,35,33,37,38
"82830  Haukivaara (Ilomantsi)",13,10,10,11,11
"82840  Pirttiaho (Joensuu)",...,...,...,...,...
"82850  Kinnasniemi (Joensuu)",20,18,18,17,16
"82865  Kokinvaara-Mannervaara (Joensuu)",...,...,...,...,...
"82870  Luutalahti (Joensuu)",...,...,...,...,...
"82880  Mannervaara (Joensuu)",...,...,...,...,...
"82900  Ilomantsi Keskus (Ilomantsi)",996,1010,996,995,1023
"82915  Sonkaja (Ilomantsi)",30,29,33,35,33
"82960  Lehtovaara-Kuikkalampi (Ilomantsi)",20,20,23,21,23
"82967  Hattu (Ilomantsi)",20,20,19,18,17
"82980  Möhkö (Ilomantsi)",13,12,11,10,10
"83100  Liperi Keskus (Liperi)",606,622,630,624,631
"83130  Salokylä (Liperi)",47,42,46,46,47
"83140  Puromäki (Liperi)",12,10,12,11,13
"83150  Roukalahti (Liperi)",36,40,37,38,37
"83160  Tutjunniemi (Liperi)",30,28,28,31,29
"83320  Risti-Juojärvi (Liperi)",11,10,11,13,15
"83330  Kaatamo (Liperi)",32,38,43,45,45
"83340  Kaarnalampi (Liperi)",17,18,16,17,18
"83400  Viinijärvi (Liperi)",315,324,330,324,331
"83430  Käsämä (Liperi)",69,65,64,66,70
"83450  Vaivio (Liperi)",34,31,32,33,39
"83460  Harinjärvi (Liperi)",24,27,26,25,21
"83480  Ahonkylä (Liperi)",37,37,35,32,32
"83500  Outokumpu Keskus (Outokumpu)",1566,1555,1573,1562,1553
"83550  Kokonvaara (Outokumpu)",23,23,22,26,27
"83630  Kuusjärvi (Outokumpu)",62,62,63,72,71
"83660  Varislahti (Outokumpu)",41,39,36,40,38
"83700  Polvijärvi Keskus (Polvijärvi)",640,650,653,645,626
"83720  Kuorevaara (Polvijärvi)",38,34,36,36,39
"83750  Sotkuma (Polvijärvi)",49,52,48,48,49
"83760  Sola (Polvijärvi)",12,12,11,10,10
"83780  Horsmanaho (Polvijärvi)",31,30,29,36,34
"83825  Kinahmo (Polvijärvi)",63,66,66,63,57
"83830  Hukkala (Polvijärvi)",23,25,21,23,24
"83835  Ruvaslahti (Polvijärvi)",42,40,36,27,34
"83840  Saarivaara (Polvijärvi)",...,...,...,...,...
"83855  Martonvaara-Sammakkovaara (Polvijärvi)",33,34,35,35,32
"83870  Polvela-Timovaara (Juuka)",38,42,44,46,45
"83880  Kajoo (Juuka)",33,33,31,29,27
"83900  Juuka Keskus (Juuka)",960,963,950,965,949
"83910  Paalasmaa (Juuka)",22,22,21,20,19
"83915  Vihtasuo (Juuka)",...,...,...,...,...
"83940  Nunnanlahti (Juuka)",60,62,58,61,56
"83950  Ahmovaara (Juuka)",104,100,100,100,94
"83960  Koli (Lieksa)",65,53,55,57,61
"83985  Tuopanjoki (Juuka)",...,...,...,...,...
"84100  Ylivieska Keskus (Ylivieska)",2742,2793,2826,2904,2937
"84460  Tuomiperä (Ylivieska)",34,34,32,32,33
"84540  Vähäkangas (Ylivieska)",50,50,42,48,57
"84650  Kantokylä (Ylivieska)",27,28,25,24,27
"84770  Isokoski (Ylivieska)",16,15,17,13,14
"84880  Raudaskylä (Ylivieska)",69,69,68,66,73
"85100  Kalajoki Keskus (Kalajoki)",1243,1274,1295,1304,1345
"85120  Metsä (Kalajoki)",35,33,32,34,31
"85140  Tynkä (Kalajoki)",89,81,87,87,87
"85150  Typpö (Kalajoki)",45,44,43,43,42
"85160  Rautio (Kalajoki)",77,75,76,78,82
"85180  Rahja (Kalajoki)",58,60,60,56,66
"85200  Alavieska Keskus (Alavieska)",359,366,367,372,371
"85210  Kähtävä (Alavieska)",24,26,26,29,30
"85230  Talus (Alavieska)",37,35,38,42,39
"85310  Sievi Asemanseutu (Sievi)",72,72,67,66,63
"85320  Markkula (Sievi)",55,50,48,40,42
"85340  Jyrinki (Sievi)",41,42,46,44,40
"85410  Sievi Keskus (Sievi)",351,355,342,357,347
"85430  Koivisto (Sievi)",62,69,65,67,69
"85450  Joenkylä (Sievi)",20,17,18,20,22
"85470  Kiiskilampi (Sievi)",57,60,59,60,58
"85500  Nivala Keskus (Nivala)",1324,1390,1424,1472,1498
"85540  Mönkö (Nivala)",49,51,49,51,50
"85560  Ainastalo (Nivala)",61,58,60,56,54
"85580  Karvoskylä (Nivala)",101,98,101,98,101
"85620  Sarja (Nivala)",38,40,40,43,40
"85630  Sarjanahde (Nivala)",47,46,47,45,45
"85640  Maliskylä (Nivala)",65,71,71,70,72
"85660  Ruuskankylä (Nivala)",18,19,20,19,20
"85710  Parkkila (Haapajärvi)",48,46,45,41,41
"85730  Tulppo (Haapajärvi)",19,18,18,18,15
"85800  Haapajärvi Keskus (Haapajärvi)",1138,1152,1155,1156,1157
"85820  Oksava (Haapajärvi)",105,108,105,106,108
"85840  Kuona (Haapajärvi)",32,34,37,32,32
"85900  Reisjärvi Keskus (Reisjärvi)",381,368,368,358,344
"85930  Kangaskylä-Tolpankangas (Reisjärvi)",18,22,24,24,25
"85940  Räisälänmäki (Reisjärvi)",24,20,21,22,24
"85980  Köyhänperä (Reisjärvi)",37,39,40,47,44
"86100  Pyhäjoki Keskus (Pyhäjoki)",339,371,374,373,380
"86110  Parhalahti (Pyhäjoki)",52,49,54,54,51
"86160  Pirttikoski (Pyhäjoki)",39,42,45,41,41
"86170  Yppäri (Pyhäjoki)",54,51,52,44,48
"86210  Petäjäskoski (Oulainen)",13,13,14,12,15
"86220  Merijärvi Keskus (Merijärvi)",111,105,107,114,112
"86230  Ylipää (Merijärvi)",23,24,24,26,27
"86240  Pyhänkoski (Merijärvi)",30,36,34,34,35
"86300  Oulainen Keskus (Oulainen)",1389,1439,1438,1479,1517
"86350  Kilpua (Oulainen)",21,21,21,21,19
"86360  Ilveskorpi (Raahe)",32,29,31,31,25
"86400  Vihanti Keskus (Raahe)",361,380,375,374,362
"86440  Lampinsaari (Raahe)",45,50,49,56,54
"86460  Alpua (Raahe)",65,67,60,54,52
"86470  Lumimetsä (Raahe)",27,24,25,30,31
"86480  Karhukangas (Haapavesi)",...,...,...,...,...
"86510  Matkaniva (Oulainen)",32,34,32,32,34
"86530  Annonen (Haapavesi)",37,35,32,30,28
"86550  Mieluskylä (Haapavesi)",36,39,36,37,35
"86600  Haapavesi Keskus (Haapavesi)",983,990,1004,976,1004
"86650  Kytökylä-Joutenniva (Haapavesi)",56,58,61,68,66
"86680  Vatjusjärvi (Haapavesi)",59,64,61,57,51
"86690  Karsikas (Haapavesi)",32,32,35,35,34
"86710  Kärsämäki Keskus (Kärsämäki)",468,474,480,480,489
"86790  Venetpalo (Kärsämäki)",0,0,0,0,0
"86800  Pyhäsalmi (Pyhäjärvi)",995,987,992,993,976
"86810  Pellikkaperä (Pyhäjärvi)",24,20,23,25,28
"86850  Hiidenniemi (Pyhäjärvi)",32,29,31,33,34
"86870  Vesikoski (Pyhäjärvi)",39,39,38,38,42
"86900  Pyhäkumpu (Pyhäjärvi)",71,68,68,71,77
"86980  Väliaho (Pyhäjärvi)",...,...,15,15,17
"87100  Kajaani Keskus (Kajaani)",2839,2862,2878,2951,2964
"87150  Purola (Kajaani)",431,429,431,437,417
"87200  Teppana (Kajaani)",995,1016,1015,1039,1027
"87250  Kättö-Kätönlahti (Kajaani)",686,709,682,683,680
"87300  Palokangas (Kajaani)",376,383,368,376,381
"87400  Petäisenniska (Kajaani)",397,436,450,452,445
"87500  Lehtikangas (Kajaani)",1110,1135,1167,1172,1182
"87700  Lohtaja-Kettu (Kajaani)",1034,1056,1049,1052,1053
"87800  Vuoreslahti (Kajaani)",96,88,89,83,90
"87830  Nakertaja (Kajaani)",190,201,202,204,195
"87850  Paltaniemi (Kajaani)",42,44,44,40,40
"87900  Kajaani (Kajaani)",65,65,61,62,59
"87910  Linnantaus (Kajaani)",45,46,49,43,46
"87930  Salmijärvi (Kajaani)",31,30,27,26,29
"87950  Kuluntalahti (Kajaani)",53,59,64,68,65
"87970  Jormua (Kajaani)",47,52,55,58,59
"88120  Tuhkakylä (Sotkamo)",17,19,16,12,11
"88200  Otanmäki-Kytökoski (Kajaani)",270,277,279,266,269
"88270  Vuolijoki Keskus (Kajaani)",169,172,181,179,168
"88300  Paltamo Keskus (Paltamo)",533,560,547,547,541
"88310  Melalahti (Paltamo)",36,33,42,42,42
"88340  Manamansalo (Vaala)",24,27,25,21,22
"88350  Kivesjärvi (Paltamo)",18,21,22,23,23
"88380  Mieslahti (Paltamo)",30,33,34,38,39
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",274,281,267,252,249
"88440  Jokikylä (Ristijärvi)",17,16,14,15,16
"88460  Hiisijärvi (Ristijärvi)",...,...,...,...,...
"88470  Kontiomäki (Paltamo)",100,110,102,110,113
"88490  Pohjavaara (Sotkamo)",34,36,32,35,35
"88530  Paakki (Sotkamo)",15,13,11,9,10
"88600  Sotkamo Keskus (Sotkamo)",1457,1451,1423,1470,1471
"88610  Vuokatti (Sotkamo)",434,444,461,481,491
"88615  Vuokatin Urheiluopisto (Sotkamo)",0,0,...,...,...
"88620  Korholanmäki (Sotkamo)",44,46,44,41,34
"88640  Ontojoki (Sotkamo)",17,18,20,18,16
"88670  Juurikkalahti-Maanselkä (Sotkamo)",23,22,19,21,20
"88690  Maanselkä (Sotkamo)",...,...,...,...,...
"88730  Ylä-Vieksi (Kuhmo)",27,31,30,31,32
"88740  Härmänkylä-Iivantiira (Kuhmo)",12,...,10,...,...
"88760  Iivantiira (Kuhmo)",22,26,26,26,25
"88900  Kuhmo Keskus (Kuhmo)",1904,1944,1952,1932,1938
"88930  Lentiira-Kuumu (Kuhmo)",71,71,67,63,59
"88940  Kuumu (Kuhmo)",...,...,...,...,...
"89110  Törmänmäki (Puolanka)",...,...,...,...,...
"89140  Kotila-Törmänmäki (Puolanka)",15,17,18,21,21
"89200  Puolanka Keskus (Puolanka)",564,560,554,546,551
"89210  Puokiovaara (Puolanka)",13,...,...,...,...
"89320  Joukokylä (Puolanka)",23,23,23,25,26
"89330  Suolijärvi (Puolanka)",15,14,12,11,...
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",477,480,465,455,453
"89430  Hoikka (Hyrynsalmi)",...,...,...,...,...
"89440  Sakara (Suomussalmi)",13,12,11,13,15
"89540  Moisiovaara (Hyrynsalmi)",41,43,40,47,42
"89560  Karhuvaara (Hyrynsalmi)",14,16,14,16,15
"89600  Ämmänsaari (Suomussalmi)",1292,1298,1291,1298,1308
"89610  Jumaliskylä (Suomussalmi)",...,...,...,...,...
"89640  Pesiökylä (Suomussalmi)",24,25,23,21,22
"89660  Takalo (Suomussalmi)",20,21,20,17,19
"89670  Näljänkä (Suomussalmi)",35,40,40,44,44
"89680  Vaaranniva (Suomussalmi)",27,26,27,25,26
"89730  Ahjola (Suomussalmi)",...,...,...,...,...
"89740  Kianta (Suomussalmi)",...,...,...,...,...
"89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi)",16,17,18,15,13
"89770  Peranka (Suomussalmi)",...,...,...,...,...
"89780  Kaikkonen (Suomussalmi)",14,...,...,...,...
"89800  Suomussalmi Keskus (Suomussalmi)",244,256,251,256,261
"89830  Ala-Vuokki (Suomussalmi)",...,...,...,...,...
"89840  Yli-Vuokki (Suomussalmi)",16,17,17,15,...
"89920  Ruhtinansalmi (Suomussalmi)",61,61,61,60,58
"90100  Oulu Keskus (Oulu)",4074,4383,4568,4817,4787
"90120  Heinäpää (Oulu)",3355,3391,3451,3458,3419
"90130  Raksila (Oulu)",2609,2655,2684,2681,2887
"90140  Karjasilta (Oulu)",1123,1224,1357,1514,1512
"90150  Höyhtyä (Oulu)",1632,1690,1789,1821,1850
"90220  Kontinkangas (Oulu)",369,421,411,470,510
"90230  Värttö-Maikkula (Oulu)",1747,1844,1914,1884,1880
"90240  Iinatti (Oulu)",1245,1284,1294,1283,1286
"90250  Kaukovainio (Oulu)",2603,2699,2718,2760,2764
"90310  Madekoski (Oulu)",261,259,278,272,274
"90400  Äimärautio (Oulu)",829,881,898,929,949
"90410  Kaakkuri (Oulu)",522,554,576,573,571
"90420  Metsokangas (Oulu)",1705,1761,1782,1854,1835
"90440  Kempele Keskus (Kempele)",1582,1614,1677,1717,1747
"90450  Honkanen (Kempele)",759,783,805,825,830
"90460  Oulunsalo Keskus (Oulu)",972,1043,1022,1077,1096
"90470  Varjakka (Oulu)",78,74,78,75,79
"90480  Hailuoto (Hailuoto)",217,220,214,210,220
"90500  Tuira (Oulu)",3982,4075,4206,4324,4337
"90510  Hietasaari (Oulu)",616,633,633,632,639
"90520  Taskila-Toppila (Oulu)",2808,2988,3292,3461,3408
"90530  Välivainio (Oulu)",2214,2314,2385,2446,2440
"90540  Kuivasjärvi (Oulu)",1165,1197,1214,1223,1239
"90550  Pyykösjärvi-Puolivälinkangas (Oulu)",1207,1264,1286,1314,1267
"90560  Koskela-Oulu (Oulu)",843,853,878,855,836
"90570  Kaijonharju-Linnanmaa (Oulu)",3142,3205,3242,3155,3103
"90580  Rajakylä (Oulu)",1092,1115,1125,1121,1143
"90590  Teknologiakylä (Oulu)",...,...,30,35,43
"90600  Oulun rahtiterminaali (Oulu)",0,0,0,0,0
"90620  Rusko-Heikinharju (Oulu)",74,73,73,69,78
"90630  Korvensuora (Oulu)",1015,1057,1101,1112,1118
"90650  Haapalehto (Oulu)",1972,1988,2053,2081,2045
"90660  Sanginsuu (Oulu)",68,68,68,64,71
"90670  Hiukkavaara (Oulu)",416,487,534,588,628
"90800  Pateniemi (Oulu)",980,993,1027,1096,1150
"90810  Kiviniemi (Oulu)",299,312,319,330,336
"90820  Kello (Oulu)",303,306,305,317,319
"90830  Haukipudas Keskus (Oulu)",1305,1299,1331,1356,1385
"90840  Haukipudas Asemanseutu (Oulu)",164,165,168,169,175
"90850  Martinniemi (Oulu)",266,281,291,309,309
"90860  Halosenniemi (Oulu)",43,40,44,46,52
"90900  Kiiminki Keskus (Oulu)",724,751,775,781,796
"90910  Kontio (Oulu)",90,83,80,87,88
"90940  Jääli (Oulu)",608,622,644,675,692
"91100  Ii Keskus (Ii)",842,857,896,926,920
"91110  Ii Asemanseutu (Ii)",90,83,85,90,88
"91140  Olhava (Ii)",87,94,89,91,87
"91150  Yli-Olhava (Ii)",37,38,33,38,36
"91200  Yli-Ii Keskus (Oulu)",182,183,185,180,173
"91210  Jakkukylä (Ii)",39,38,36,39,41
"91240  Tannila (Oulu)",27,34,32,32,37
"91260  Pahkakoski - Räinä (Oulu)",20,27,26,27,25
"91300  Ylikiiminki Keskus (Oulu)",433,437,431,437,444
"91310  Arkala (Oulu)",33,30,27,29,30
"91410  Jokirinne (Muhos)",73,79,79,84,83
"91430  Leppiniemi (Muhos)",19,21,23,25,25
"91500  Muhos Keskus (Muhos)",1151,1175,1202,1223,1215
"91510  Rova (Muhos)",45,43,42,40,43
"91560  Kylmälänkylä (Muhos)",25,23,22,20,20
"91600  Utajärvi Keskus (Utajärvi)",431,427,435,450,431
"91620  Sanginkylä (Utajärvi)",23,23,24,24,24
"91630  Juorkuna (Utajärvi)",21,23,23,24,23
"91640  Särkijärvi (Utajärvi)",16,15,16,16,19
"91660  Ahmas (Utajärvi)",52,50,52,48,52
"91670  Rokua (Utajärvi)",...,...,...,...,...
"91700  Vaala Keskus - Oterma (Vaala)",432,434,464,451,457
"91710  Jylhämä (Vaala)",20,...,...,22,...
"91720  Oterma (Vaala)",16,18,18,19,20
"91730  Kankari (Vaala)",15,14,16,15,16
"91740  Jaalanka - Liminpuro (Vaala)",26,25,22,26,26
"91750  Liminpuro (Vaala)",...,...,...,...,...
"91760  Säräisniemi (Vaala)",62,60,59,56,58
"91780  Neittävä (Vaala)",11,13,17,17,13
"91790  Nuojua (Vaala)",17,17,17,16,19
"91800  Tyrnävä (Tyrnävä)",560,563,571,556,563
"91900  Liminka Keskus (Liminka)",634,656,670,704,691
"91910  Tupos (Liminka)",132,139,137,138,142
"91930  Ala-Temmes (Liminka)",50,52,53,53,55
"91950  Temmes (Tyrnävä)",111,105,107,107,110
"91980  Lumijoki (Lumijoki)",259,258,260,254,262
"92100  Raahe Keskus (Raahe)",1569,1531,1528,1560,1565
"92120  Ollinsaari - Mestauskallio (Raahe)",640,684,680,679,656
"92130  Isoholmi - Antinkangas (Raahe)",527,538,553,551,557
"92140  Pattijoki Keskus (Raahe)",702,742,750,773,803
"92150  Kummatti - Junnilanmäki (Raahe)",492,500,505,501,497
"92160  Saloinen (Raahe)",193,196,196,200,207
"92180  Lapaluoto (Raahe)",23,26,26,27,30
"92210  Arkkukari (Raahe)",68,70,71,70,65
"92220  Piehinki (Raahe)",94,95,87,83,93
"92230  Mattilanperä (Raahe)",23,26,23,24,24
"92240  Lasikangas (Raahe)",30,31,30,29,30
"92260  Kopsa (Raahe)",36,40,48,44,49
"92320  Siikajoki Keskus (Siikajoki)",138,154,143,130,125
"92330  Karinkanta (Siikajoki)",35,34,36,36,36
"92350  Revonlahti (Siikajoki)",96,116,120,109,111
"92400  Ruukki Keskus (Siikajoki)",294,298,287,294,303
"92430  Paavola - Huumola (Siikajoki)",171,170,176,171,163
"92440  Saarikoski (Siikajoki)",...,...,...,...,...
"92450  Luohua (Siikajoki)",45,46,48,45,38
"92470  Tuomioja (Siikajoki)",44,44,45,37,36
"92500  Rantsila Keskus (Siikalatva)",300,305,286,293,289
"92520  Sipola (Siikalatva)",14,12,11,12,11
"92530  Mankila (Siikalatva)",16,17,18,21,19
"92600  Pulkkila Keskus (Siikalatva)",270,281,265,246,243
"92610  Vorna (Siikalatva)",13,12,13,15,16
"92620  Piippola Keskus (Siikalatva)",189,181,188,185,188
"92640  Leskelä (Siikalatva)",27,27,26,25,27
"92650  Laakkola (Siikalatva)",23,23,25,25,26
"92700  Kestilä (Siikalatva)",284,281,282,282,280
"92810  Pelsonsuo (Vaala)",20,19,16,20,22
"92830  Veneheitto (Vaala)",39,37,39,36,40
"92910  Tavastkenkä (Pyhäntä)",39,35,39,41,40
"92920  Ahokylä (Pyhäntä)",8,9,10,9,10
"92930  Pyhäntä (Pyhäntä)",187,200,190,189,186
"93100  Pudasjärvi Keskus (Pudasjärvi)",1165,1201,1220,1204,1213
"93140  Kipinä (Pudasjärvi)",72,67,61,57,66
"93160  Hetejärvi (Pudasjärvi)",44,50,47,46,45
"93170  Yli-Kollaja (Pudasjärvi)",12,11,9,9,8
"93180  Ikosenniemi (Pudasjärvi)",...,...,...,...,...
"93187  Ala-Siurua (Pudasjärvi)",26,25,23,23,24
"93190  Yli-Siurua - Ikosenniemi (Pudasjärvi)",22,23,22,21,20
"93195  Kokkokylä (Pudasjärvi)",...,...,...,...,...
"93220  Livo (Pudasjärvi)",17,18,19,19,15
"93225  Pärjänsuo (Pudasjärvi)",26,28,25,26,23
"93240  Rytinki (Pudasjärvi)",19,23,24,22,21
"93250  Sarajärvi (Pudasjärvi)",59,61,61,55,52
"93270  Sotkajärvi (Pudasjärvi)",60,52,55,58,53
"93277  Iinattijärvi (Pudasjärvi)",24,20,19,20,20
"93280  Syöte (Pudasjärvi)",42,45,49,42,50
"93290  Pintamo (Pudasjärvi)",18,16,17,18,14
"93350  Jaurakkajärvi (Pudasjärvi)",26,28,26,27,25
"93390  Puhoskylä (Pudasjärvi)",42,44,41,40,38
"93400  Taivalkoski Keskus (Taivalkoski)",609,611,608,620,644
"93420  Jurmu (Taivalkoski)",38,42,46,40,35
"93440  Loukusa (Taivalkoski)",16,16,13,13,...
"93470  Inget (Taivalkoski)",21,22,25,25,23
"93540  Tyrövaara (Taivalkoski)",35,30,32,36,36
"93590  Vanhala (Taivalkoski)",39,40,38,38,42
"93600  Kuusamo (Kuusamo)",2320,2358,2336,2383,2405
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",204,203,200,205,193
"93800  Muojärvi (Kuusamo)",231,234,222,225,224
"93830  Rukatunturi (Kuusamo)",106,102,113,110,116
"93900  Oulangan kansallispuisto (Kuusamo)",136,134,139,136,136
"93999  Lososaari (Kuusamo)",0,0,0,0,0
"94100  Kemi Keskus (Kemi)",2791,2784,2662,2659,2744
