"12ez -- 2. Educational structure, 2010-2024"

"Postal code area","Academic degree - Higher university level degree (KO) 2020","Academic degree - Higher university level degree (KO) 2021","Academic degree - Higher university level degree (KO) 2022","Academic degree - Higher university level degree (KO) 2023","Academic degree - Higher university level degree (KO) 2024"
"79850  Uusi-Valamo (Heinävesi)",0,0,0,0,0
"79860  Suuraho - Uusi-Valamo (Heinävesi)",15,14,15,18,17
"79885  Etelä-Petruma (Heinävesi)",1,1,1,2,1
"79895  Sarvikumpu (Heinävesi)",3,3,3,4,3
"79910  Kerma (Heinävesi)",11,12,12,11,13
"79940  Vihtari-Poikiinaho (Heinävesi)",3,4,6,5,5
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",1110,1139,1153,1221,1261
"80110  Joensuu Keskus Eteläinen (Joensuu)",702,705,722,731,758
"80130  Kanervala (Joensuu)",443,460,479,502,533
"80140  Noljakka (Joensuu)",1050,1115,1107,1156,1190
"80160  Rantakylä-Latola (Joensuu)",676,665,670,711,714
"80170  Utra (Joensuu)",284,272,280,304,315
"80200  Niinivaara (Joensuu)",505,519,542,562,596
"80210  Sairaala-alue (Joensuu)",...,...,...,...,...
"80220  Penttilä (Joensuu)",553,565,581,616,660
"80230  Hukanhauta (Joensuu)",714,746,777,845,880
"80260  Kettuvaara (Joensuu)",419,425,451,481,505
"80330  Reijola (Joensuu)",158,169,169,169,179
"80400  Ylämylly (Liperi)",391,414,425,434,445
"80510  Onttola-Kunnasniemi (Kontiolahti)",110,120,123,131,137
"80710  Lehmo (Kontiolahti)",483,517,549,572,606
"80770  Kontiolahti as (Kontiolahti)",52,52,56,55,56
"80780  Kontioniemi (Kontiolahti)",34,34,34,39,37
"80790  Kontioranta-Kontioniemi (Kontiolahti)",12,16,17,22,27
"80850  Paihola (Kontiolahti)",24,27,30,30,30
"80910  Kulho (Kontiolahti)",115,111,126,126,128
"81100  Kontiolahti (Kontiolahti)",182,197,197,195,201
"81120  Katajaranta (Kontiolahti)",27,26,23,21,21
"81160  Romppala-Riihikangas (Kontiolahti)",9,8,9,9,8
"81200  Eno Keskus (Joensuu)",90,93,95,97,98
"81210  Louhioja (Joensuu)",5,7,9,6,7
"81220  Jakokoski (Kontiolahti)",36,40,40,43,47
"81230  Mönni (Kontiolahti)",12,13,11,11,13
"81235  Lehtoi (Kontiolahti)",20,20,21,21,24
"81260  Ahveninen (Joensuu)",10,12,12,15,14
"81270  Paukkaja (Joensuu)",5,5,5,5,5
"81280  Uimaharju (Joensuu)",26,26,26,24,25
"81290  Ukkola (Joensuu)",4,5,5,5,5
"81295  Haapalahti (Joensuu)",3,3,3,5,5
"81320  Kuismavaara (Joensuu)",...,...,...,...,...
"81330  Luhtapohja (Joensuu)",1,1,1,3,3
"81350  Tokrajärvi (Ilomantsi)",1,1,1,2,2
"81360  Sarvinki (Joensuu)",1,1,1,1,1
"81390  Revonkylä (Joensuu)",1,2,3,3,2
"81420  Tyrjänsaari (Ilomantsi)",3,3,3,3,3
"81430  Kivilahti (Ilomantsi)",1,2,2,2,2
"81450  Huhus-Käenkoski (Ilomantsi)",0,1,1,1,1
"81460  Käenkoski (Ilomantsi)",...,...,...,...,...
"81470  Naarva (Ilomantsi)",1,1,0,0,0
"81560  Vuonisjärvi (Lieksa)",1,1,1,1,2
"81570  Kelvä (Lieksa)",5,5,3,3,3
"81590  Vuonislahti (Lieksa)",7,4,4,6,5
"81650  Hattuvaara (Lieksa)",2,2,2,1,1
"81660  Lehmikylä (Lieksa)",...,...,...,...,...
"81700  Lieksa Keskus (Lieksa)",183,197,205,217,212
"81720  Mähkö-Timitra (Lieksa)",90,91,97,102,107
"81750  Pankakoski (Lieksa)",20,19,22,22,22
"81810  Jamali (Lieksa)",6,7,7,7,10
"81820  Kylänlahti (Lieksa)",11,12,12,13,14
"81850  Mätäsvaara (Lieksa)",2,3,3,3,2
"81860  Viekijärvi (Lieksa)",5,4,4,4,4
"81950  Pankajärvi (Lieksa)",3,5,4,6,6
"81970  Jongunjoki-Pankajärvi (Lieksa)",8,9,8,9,10
"82110  Heinävaara (Joensuu)",44,48,49,52,55
"82120  Keskijärvi (Joensuu)",9,9,10,10,10
"82140  Kiihtelysvaara Keskus (Joensuu)",29,31,32,37,37
"82160  Oskola (Joensuu)",2,1,1,1,1
"82170  Uskali (Joensuu)",0,0,0,0,0
"82180  Huhtilampi (Joensuu)",5,5,5,5,5
"82200  Hammaslahti (Joensuu)",119,120,118,119,112
"82210  Suhmura (Joensuu)",23,24,24,24,24
"82220  Niittylahti (Joensuu)",120,115,122,133,139
"82290  Nieminen (Rääkkylä)",19,18,15,17,17
"82300  Rääkkylä Keskus (Rääkkylä)",26,28,28,29,33
"82310  Oravisalo-Varpasalo (Rääkkylä)",13,12,11,10,11
"82335  Rasivaara (Rääkkylä)",15,15,18,16,17
"82350  Tikkala (Tohmajärvi)",20,23,25,24,24
"82360  Onkamo (Tohmajärvi)",24,26,26,25,23
"82380  Tolosenmäki (Kitee)",12,15,15,15,17
"82395  Haarajärvi (Kitee)",3,3,3,3,3
"82430  Puhos-Leinovaara (Kitee)",25,30,32,32,35
"82460  Hummovaara (Kitee)",3,4,4,4,4
"82490  Heinoniemi (Kitee)",6,6,8,8,6
"82500  Kitee Keskus (Kitee)",241,251,257,271,280
"82510  Kiteenlahti (Kitee)",8,9,10,13,14
"82580  Juurikka (Kitee)",12,14,16,15,14
"82590  Närsäkkälä (Kitee)",6,4,4,4,6
"82600  Tohmajärvi Keskus (Tohmajärvi)",83,85,89,91,91
"82655  Värtsilä Keskus (Tohmajärvi)",8,7,7,7,6
"82660  Uusi-Värtsilä (Tohmajärvi)",7,8,8,8,6
"82670  Kaurila (Tohmajärvi)",0,1,0,0,0
"82675  Niirala-Jänisjoki (Tohmajärvi)",2,2,2,2,1
"82685  Littilä (Tohmajärvi)",6,7,7,6,8
"82710  Kovero (Joensuu)",17,19,21,20,20
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",11,12,12,12,12
"82750  Öllölä (Joensuu)",4,4,4,5,5
"82760  Hoilola (Joensuu)",5,4,4,4,4
"82770  Kaustajärvi (Tohmajärvi)",...,...,...,...,...
"82815  Marjovaara (Joensuu)",4,4,4,5,4
"82820  Maukkula (Ilomantsi)",8,7,8,8,8
"82830  Haukivaara (Ilomantsi)",1,1,2,2,2
"82840  Pirttiaho (Joensuu)",...,...,...,...,...
"82850  Kinnasniemi (Joensuu)",1,1,2,2,2
"82865  Kokinvaara-Mannervaara (Joensuu)",2,3,3,4,4
"82870  Luutalahti (Joensuu)",...,...,...,...,...
"82880  Mannervaara (Joensuu)",...,...,...,...,...
"82900  Ilomantsi Keskus (Ilomantsi)",112,116,114,120,119
"82915  Sonkaja (Ilomantsi)",7,8,8,8,9
"82960  Lehtovaara-Kuikkalampi (Ilomantsi)",0,0,0,0,0
"82967  Hattu (Ilomantsi)",0,0,0,0,0
"82980  Möhkö (Ilomantsi)",5,2,2,2,2
"83100  Liperi Keskus (Liperi)",119,126,133,128,128
"83130  Salokylä (Liperi)",23,25,28,27,25
"83140  Puromäki (Liperi)",1,1,1,1,1
"83150  Roukalahti (Liperi)",9,9,9,10,8
"83160  Tutjunniemi (Liperi)",5,7,8,8,11
"83320  Risti-Juojärvi (Liperi)",0,1,1,1,2
"83330  Kaatamo (Liperi)",6,6,6,6,6
"83340  Kaarnalampi (Liperi)",0,1,2,2,2
"83400  Viinijärvi (Liperi)",56,62,61,60,64
"83430  Käsämä (Liperi)",31,35,41,43,41
"83450  Vaivio (Liperi)",22,21,25,26,29
"83460  Harinjärvi (Liperi)",23,24,25,26,29
"83480  Ahonkylä (Liperi)",6,7,7,5,5
"83500  Outokumpu Keskus (Outokumpu)",191,200,203,221,227
"83550  Kokonvaara (Outokumpu)",2,2,1,1,1
"83630  Kuusjärvi (Outokumpu)",12,11,11,11,11
"83660  Varislahti (Outokumpu)",12,11,10,9,9
"83700  Polvijärvi Keskus (Polvijärvi)",62,59,59,62,63
"83720  Kuorevaara (Polvijärvi)",11,12,12,12,12
"83750  Sotkuma (Polvijärvi)",23,23,26,26,28
"83760  Sola (Polvijärvi)",2,2,2,2,2
"83780  Horsmanaho (Polvijärvi)",7,7,9,10,8
"83825  Kinahmo (Polvijärvi)",9,10,9,8,8
"83830  Hukkala (Polvijärvi)",3,3,3,3,3
"83835  Ruvaslahti (Polvijärvi)",12,14,12,11,10
"83840  Saarivaara (Polvijärvi)",1,2,1,2,2
"83855  Martonvaara-Sammakkovaara (Polvijärvi)",8,8,7,7,7
"83870  Polvela-Timovaara (Juuka)",2,2,2,2,2
"83880  Kajoo (Juuka)",3,5,5,5,4
"83900  Juuka Keskus (Juuka)",102,108,111,111,111
"83910  Paalasmaa (Juuka)",0,0,0,0,0
"83915  Vihtasuo (Juuka)",...,...,...,...,...
"83940  Nunnanlahti (Juuka)",17,19,20,18,19
"83950  Ahmovaara (Juuka)",13,13,15,14,12
"83960  Koli (Lieksa)",8,10,9,12,12
"83985  Tuopanjoki (Juuka)",...,...,...,...,...
"84100  Ylivieska Keskus (Ylivieska)",659,693,712,743,769
"84460  Tuomiperä (Ylivieska)",2,2,2,2,2
"84540  Vähäkangas (Ylivieska)",18,17,17,18,18
"84650  Kantokylä (Ylivieska)",6,6,7,6,6
"84770  Isokoski (Ylivieska)",2,2,2,3,2
"84880  Raudaskylä (Ylivieska)",19,21,21,21,23
"85100  Kalajoki Keskus (Kalajoki)",314,328,346,355,366
"85120  Metsä (Kalajoki)",3,4,4,4,4
"85140  Tynkä (Kalajoki)",11,10,11,12,14
"85150  Typpö (Kalajoki)",4,4,4,4,4
"85160  Rautio (Kalajoki)",11,11,11,11,10
"85180  Rahja (Kalajoki)",10,10,10,10,9
"85200  Alavieska Keskus (Alavieska)",64,59,53,51,54
"85210  Kähtävä (Alavieska)",10,10,12,12,12
"85230  Talus (Alavieska)",1,1,2,5,4
"85310  Sievi Asemanseutu (Sievi)",8,9,12,12,12
"85320  Markkula (Sievi)",4,5,6,6,7
"85340  Jyrinki (Sievi)",20,18,18,18,19
"85410  Sievi Keskus (Sievi)",68,71,75,71,73
"85430  Koivisto (Sievi)",16,16,16,17,19
"85450  Joenkylä (Sievi)",8,9,8,8,8
"85470  Kiiskilampi (Sievi)",17,16,16,16,15
"85500  Nivala Keskus (Nivala)",261,272,279,289,303
"85540  Mönkö (Nivala)",5,6,9,10,12
"85560  Ainastalo (Nivala)",10,10,12,12,13
"85580  Karvoskylä (Nivala)",6,6,8,7,8
"85620  Sarja (Nivala)",6,6,7,7,7
"85630  Sarjanahde (Nivala)",14,15,18,20,19
"85640  Maliskylä (Nivala)",10,10,10,11,12
"85660  Ruuskankylä (Nivala)",2,2,2,2,2
"85710  Parkkila (Haapajärvi)",7,6,6,6,6
"85730  Tulppo (Haapajärvi)",2,3,3,2,2
"85800  Haapajärvi Keskus (Haapajärvi)",210,223,220,218,214
"85820  Oksava (Haapajärvi)",17,17,17,18,18
"85840  Kuona (Haapajärvi)",2,1,2,2,2
"85900  Reisjärvi Keskus (Reisjärvi)",72,76,76,76,84
"85930  Kangaskylä-Tolpankangas (Reisjärvi)",7,8,7,9,10
"85940  Räisälänmäki (Reisjärvi)",8,7,5,5,5
"85980  Köyhänperä (Reisjärvi)",7,6,6,7,6
"86100  Pyhäjoki Keskus (Pyhäjoki)",67,70,71,78,83
"86110  Parhalahti (Pyhäjoki)",7,7,6,5,8
"86160  Pirttikoski (Pyhäjoki)",3,3,3,4,3
"86170  Yppäri (Pyhäjoki)",12,13,17,18,18
"86210  Petäjäskoski (Oulainen)",5,5,5,5,5
"86220  Merijärvi Keskus (Merijärvi)",9,9,11,11,10
"86230  Ylipää (Merijärvi)",0,0,0,0,0
"86240  Pyhänkoski (Merijärvi)",2,2,2,2,2
"86300  Oulainen Keskus (Oulainen)",229,239,250,251,251
"86350  Kilpua (Oulainen)",7,5,5,5,5
"86360  Ilveskorpi (Raahe)",5,5,5,6,7
"86400  Vihanti Keskus (Raahe)",24,26,26,27,25
"86440  Lampinsaari (Raahe)",3,4,5,3,3
"86460  Alpua (Raahe)",9,10,11,11,12
"86470  Lumimetsä (Raahe)",2,1,2,2,2
"86480  Karhukangas (Haapavesi)",0,0,0,0,0
"86510  Matkaniva (Oulainen)",9,10,9,12,10
"86530  Annonen (Haapavesi)",6,7,5,6,5
"86550  Mieluskylä (Haapavesi)",5,7,7,6,6
"86600  Haapavesi Keskus (Haapavesi)",169,170,185,186,182
"86650  Kytökylä-Joutenniva (Haapavesi)",5,3,3,3,3
"86680  Vatjusjärvi (Haapavesi)",10,10,12,12,12
"86690  Karsikas (Haapavesi)",2,2,2,3,3
"86710  Kärsämäki Keskus (Kärsämäki)",62,62,62,66,66
"86790  Venetpalo (Kärsämäki)",0,0,0,0,0
"86800  Pyhäsalmi (Pyhäjärvi)",140,147,141,140,136
"86810  Pellikkaperä (Pyhäjärvi)",13,11,13,13,13
"86850  Hiidenniemi (Pyhäjärvi)",3,3,3,4,3
"86870  Vesikoski (Pyhäjärvi)",3,3,3,3,3
"86900  Pyhäkumpu (Pyhäjärvi)",13,14,15,13,13
"86980  Väliaho (Pyhäjärvi)",1,1,1,1,1
"87100  Kajaani Keskus (Kajaani)",420,428,425,468,493
"87150  Purola (Kajaani)",150,148,156,156,153
"87200  Teppana (Kajaani)",400,400,400,398,402
"87250  Kättö-Kätönlahti (Kajaani)",261,259,282,287,289
"87300  Palokangas (Kajaani)",60,61,71,77,73
"87400  Petäisenniska (Kajaani)",64,64,59,62,60
"87500  Lehtikangas (Kajaani)",357,365,369,377,388
"87700  Lohtaja-Kettu (Kajaani)",228,235,227,246,250
"87800  Vuoreslahti (Kajaani)",46,48,55,61,62
"87830  Nakertaja (Kajaani)",78,81,82,81,80
"87850  Paltaniemi (Kajaani)",43,44,44,44,46
"87900  Kajaani (Kajaani)",22,20,20,20,23
"87910  Linnantaus (Kajaani)",30,34,30,34,37
"87930  Salmijärvi (Kajaani)",18,15,16,17,19
"87950  Kuluntalahti (Kajaani)",64,66,64,65,72
"87970  Jormua (Kajaani)",20,20,21,22,23
"88120  Tuhkakylä (Sotkamo)",1,1,2,2,2
"88200  Otanmäki-Kytökoski (Kajaani)",33,28,28,38,35
"88270  Vuolijoki Keskus (Kajaani)",19,20,22,23,22
"88300  Paltamo Keskus (Paltamo)",84,87,85,80,81
"88310  Melalahti (Paltamo)",12,13,12,13,12
"88340  Manamansalo (Vaala)",1,1,1,1,3
"88350  Kivesjärvi (Paltamo)",5,5,5,5,5
"88380  Mieslahti (Paltamo)",12,13,13,13,14
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",33,38,40,44,42
"88440  Jokikylä (Ristijärvi)",8,8,8,8,8
"88460  Hiisijärvi (Ristijärvi)",0,1,1,0,0
"88470  Kontiomäki (Paltamo)",8,8,7,7,10
"88490  Pohjavaara (Sotkamo)",20,22,23,23,23
"88530  Paakki (Sotkamo)",5,5,7,6,7
"88600  Sotkamo Keskus (Sotkamo)",339,359,379,394,398
"88610  Vuokatti (Sotkamo)",217,219,239,250,263
"88615  Vuokatin Urheiluopisto (Sotkamo)",0,0,...,...,...
"88620  Korholanmäki (Sotkamo)",35,37,39,40,40
"88640  Ontojoki (Sotkamo)",2,2,2,2,2
"88670  Juurikkalahti-Maanselkä (Sotkamo)",3,3,3,5,5
"88690  Maanselkä (Sotkamo)",0,0,0,0,...
"88730  Ylä-Vieksi (Kuhmo)",1,1,1,1,2
"88740  Härmänkylä-Iivantiira (Kuhmo)",0,0,0,0,0
"88760  Iivantiira (Kuhmo)",3,3,3,3,3
"88900  Kuhmo Keskus (Kuhmo)",269,276,286,284,289
"88930  Lentiira-Kuumu (Kuhmo)",11,12,9,9,8
"88940  Kuumu (Kuhmo)",...,...,...,...,...
"89110  Törmänmäki (Puolanka)",2,2,2,1,1
"89140  Kotila-Törmänmäki (Puolanka)",0,1,0,0,1
"89200  Puolanka Keskus (Puolanka)",69,69,69,73,76
"89210  Puokiovaara (Puolanka)",0,0,0,0,0
"89320  Joukokylä (Puolanka)",0,0,1,2,1
"89330  Suolijärvi (Puolanka)",4,5,5,6,7
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",50,55,55,58,55
"89430  Hoikka (Hyrynsalmi)",0,0,0,0,1
"89440  Sakara (Suomussalmi)",3,3,3,4,4
"89540  Moisiovaara (Hyrynsalmi)",4,4,4,5,4
"89560  Karhuvaara (Hyrynsalmi)",0,0,0,0,0
"89600  Ämmänsaari (Suomussalmi)",143,156,162,163,159
"89610  Jumaliskylä (Suomussalmi)",1,0,1,1,1
"89640  Pesiökylä (Suomussalmi)",1,1,3,3,3
"89660  Takalo (Suomussalmi)",0,0,0,0,0
"89670  Näljänkä (Suomussalmi)",0,1,1,1,1
"89680  Vaaranniva (Suomussalmi)",1,1,1,1,1
"89730  Ahjola (Suomussalmi)",1,...,...,...,...
"89740  Kianta (Suomussalmi)",1,1,1,2,3
"89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi)",1,1,1,1,1
"89770  Peranka (Suomussalmi)",0,0,0,0,0
"89780  Kaikkonen (Suomussalmi)",1,1,1,1,0
"89800  Suomussalmi Keskus (Suomussalmi)",55,54,60,62,67
"89830  Ala-Vuokki (Suomussalmi)",2,3,3,3,3
"89840  Yli-Vuokki (Suomussalmi)",0,0,0,0,0
"89920  Ruhtinansalmi (Suomussalmi)",5,5,5,5,5
"90100  Oulu Keskus (Oulu)",1301,1324,1417,1497,1551
"90120  Heinäpää (Oulu)",778,801,806,840,872
"90130  Raksila (Oulu)",1015,1059,1096,1167,1186
"90140  Karjasilta (Oulu)",610,636,653,680,689
"90150  Höyhtyä (Oulu)",732,755,800,821,838
"90220  Kontinkangas (Oulu)",37,46,42,56,69
"90230  Värttö-Maikkula (Oulu)",1514,1535,1584,1604,1644
"90240  Iinatti (Oulu)",797,823,825,853,861
"90250  Kaukovainio (Oulu)",446,472,482,486,480
"90310  Madekoski (Oulu)",331,336,337,346,366
"90400  Äimärautio (Oulu)",137,160,184,205,210
"90410  Kaakkuri (Oulu)",493,512,529,547,573
"90420  Metsokangas (Oulu)",1371,1394,1448,1496,1556
"90440  Kempele Keskus (Kempele)",656,695,707,749,796
"90450  Honkanen (Kempele)",1035,1084,1140,1184,1231
"90460  Oulunsalo Keskus (Oulu)",727,745,758,770,788
"90470  Varjakka (Oulu)",46,50,57,59,59
"90480  Hailuoto (Hailuoto)",61,64,64,64,69
"90500  Tuira (Oulu)",1018,1088,1143,1187,1211
"90510  Hietasaari (Oulu)",396,397,388,409,420
"90520  Taskila-Toppila (Oulu)",685,712,778,876,935
"90530  Välivainio (Oulu)",677,724,738,769,795
"90540  Kuivasjärvi (Oulu)",2304,2333,2416,2484,2550
"90550  Pyykösjärvi-Puolivälinkangas (Oulu)",496,498,498,523,522
"90560  Koskela-Oulu (Oulu)",336,343,343,360,365
"90570  Kaijonharju-Linnanmaa (Oulu)",1399,1374,1386,1538,1586
"90580  Rajakylä (Oulu)",428,413,414,448,455
"90590  Teknologiakylä (Oulu)",...,...,7,8,7
"90600  Oulun rahtiterminaali (Oulu)",0,0,0,0,0
"90620  Rusko-Heikinharju (Oulu)",29,29,34,40,43
"90630  Korvensuora (Oulu)",1007,1053,1071,1113,1142
"90650  Haapalehto (Oulu)",1538,1562,1570,1607,1634
"90660  Sanginsuu (Oulu)",68,69,72,74,78
"90670  Hiukkavaara (Oulu)",802,928,1077,1191,1297
"90800  Pateniemi (Oulu)",890,977,1012,1068,1132
"90810  Kiviniemi (Oulu)",306,325,347,365,390
"90820  Kello (Oulu)",249,259,273,268,267
"90830  Haukipudas Keskus (Oulu)",573,601,631,656,690
"90840  Haukipudas Asemanseutu (Oulu)",116,124,130,132,134
"90850  Martinniemi (Oulu)",82,84,87,93,92
"90860  Halosenniemi (Oulu)",21,20,21,21,22
"90900  Kiiminki Keskus (Oulu)",409,420,445,459,477
"90910  Kontio (Oulu)",131,133,133,140,146
"90940  Jääli (Oulu)",406,417,435,446,462
"91100  Ii Keskus (Ii)",303,322,329,342,343
"91110  Ii Asemanseutu (Ii)",41,42,43,44,46
"91140  Olhava (Ii)",8,8,7,7,7
"91150  Yli-Olhava (Ii)",5,5,5,3,4
"91200  Yli-Ii Keskus (Oulu)",22,20,23,24,27
"91210  Jakkukylä (Ii)",15,15,17,18,19
"91240  Tannila (Oulu)",4,4,3,4,4
"91260  Pahkakoski - Räinä (Oulu)",0,0,0,0,0
"91300  Ylikiiminki Keskus (Oulu)",110,121,114,119,126
"91310  Arkala (Oulu)",10,12,12,12,12
"91410  Jokirinne (Muhos)",70,71,75,82,83
"91430  Leppiniemi (Muhos)",5,4,4,5,6
"91500  Muhos Keskus (Muhos)",324,321,336,348,367
"91510  Rova (Muhos)",50,50,51,52,55
"91560  Kylmälänkylä (Muhos)",2,2,2,4,4
"91600  Utajärvi Keskus (Utajärvi)",63,65,64,63,67
"91620  Sanginkylä (Utajärvi)",7,7,6,6,7
"91630  Juorkuna (Utajärvi)",1,1,1,2,2
"91640  Särkijärvi (Utajärvi)",3,3,2,2,2
"91660  Ahmas (Utajärvi)",4,3,3,5,5
"91670  Rokua (Utajärvi)",...,...,...,...,...
"91700  Vaala Keskus - Oterma (Vaala)",58,67,64,62,66
"91710  Jylhämä (Vaala)",1,1,1,0,0
"91720  Oterma (Vaala)",2,2,2,2,2
"91730  Kankari (Vaala)",5,5,6,6,6
"91740  Jaalanka - Liminpuro (Vaala)",3,3,3,3,3
"91750  Liminpuro (Vaala)",2,2,2,2,2
"91760  Säräisniemi (Vaala)",12,10,10,12,15
"91780  Neittävä (Vaala)",1,1,1,2,3
"91790  Nuojua (Vaala)",2,3,2,2,2
"91800  Tyrnävä (Tyrnävä)",243,251,257,265,275
"91900  Liminka Keskus (Liminka)",440,462,474,487,498
"91910  Tupos (Liminka)",262,264,275,282,290
"91930  Ala-Temmes (Liminka)",35,35,36,37,38
"91950  Temmes (Tyrnävä)",18,19,20,20,22
"91980  Lumijoki (Lumijoki)",69,73,75,76,80
"92100  Raahe Keskus (Raahe)",252,258,266,253,259
"92120  Ollinsaari - Mestauskallio (Raahe)",92,92,96,94,91
"92130  Isoholmi - Antinkangas (Raahe)",188,197,204,206,205
"92140  Pattijoki Keskus (Raahe)",226,240,232,243,240
"92150  Kummatti - Junnilanmäki (Raahe)",35,35,38,35,33
"92160  Saloinen (Raahe)",29,29,29,31,33
"92180  Lapaluoto (Raahe)",4,4,4,3,2
"92210  Arkkukari (Raahe)",23,24,23,23,24
"92220  Piehinki (Raahe)",13,12,12,13,13
"92230  Mattilanperä (Raahe)",4,4,4,4,4
"92240  Lasikangas (Raahe)",5,5,6,6,5
"92260  Kopsa (Raahe)",7,6,6,5,5
"92320  Siikajoki Keskus (Siikajoki)",29,30,30,28,28
"92330  Karinkanta (Siikajoki)",4,3,3,3,3
"92350  Revonlahti (Siikajoki)",25,23,28,27,27
"92400  Ruukki Keskus (Siikajoki)",50,50,48,46,48
"92430  Paavola - Huumola (Siikajoki)",35,36,36,35,37
"92440  Saarikoski (Siikajoki)",0,...,...,...,...
"92450  Luohua (Siikajoki)",4,4,5,6,7
"92470  Tuomioja (Siikajoki)",6,6,5,6,6
"92500  Rantsila Keskus (Siikalatva)",28,29,30,31,32
"92520  Sipola (Siikalatva)",2,1,2,1,1
"92530  Mankila (Siikalatva)",4,4,4,4,4
"92600  Pulkkila Keskus (Siikalatva)",36,36,35,34,34
"92610  Vorna (Siikalatva)",1,1,1,1,1
"92620  Piippola Keskus (Siikalatva)",17,19,19,18,20
"92640  Leskelä (Siikalatva)",4,4,5,5,5
"92650  Laakkola (Siikalatva)",3,3,3,3,4
"92700  Kestilä (Siikalatva)",22,19,21,20,20
"92810  Pelsonsuo (Vaala)",1,2,1,1,1
"92830  Veneheitto (Vaala)",2,1,2,2,3
"92910  Tavastkenkä (Pyhäntä)",8,7,7,8,9
"92920  Ahokylä (Pyhäntä)",2,2,3,2,2
"92930  Pyhäntä (Pyhäntä)",33,34,37,46,49
"93100  Pudasjärvi Keskus (Pudasjärvi)",145,155,154,148,143
"93140  Kipinä (Pudasjärvi)",13,14,15,15,15
"93160  Hetejärvi (Pudasjärvi)",4,4,5,6,6
"93170  Yli-Kollaja (Pudasjärvi)",2,2,2,3,3
"93180  Ikosenniemi (Pudasjärvi)",...,...,...,...,...
"93187  Ala-Siurua (Pudasjärvi)",0,1,1,1,1
"93190  Yli-Siurua - Ikosenniemi (Pudasjärvi)",1,1,2,2,2
"93195  Kokkokylä (Pudasjärvi)",1,1,1,1,1
"93220  Livo (Pudasjärvi)",1,1,0,0,0
"93225  Pärjänsuo (Pudasjärvi)",4,4,4,4,5
"93240  Rytinki (Pudasjärvi)",2,2,2,3,3
"93250  Sarajärvi (Pudasjärvi)",5,5,5,5,5
"93270  Sotkajärvi (Pudasjärvi)",13,17,17,16,19
"93277  Iinattijärvi (Pudasjärvi)",2,2,2,2,2
"93280  Syöte (Pudasjärvi)",10,10,10,11,12
"93290  Pintamo (Pudasjärvi)",1,1,2,2,2
"93350  Jaurakkajärvi (Pudasjärvi)",2,2,2,2,1
"93390  Puhoskylä (Pudasjärvi)",1,1,1,1,1
"93400  Taivalkoski Keskus (Taivalkoski)",97,100,102,98,100
"93420  Jurmu (Taivalkoski)",5,6,6,6,7
"93440  Loukusa (Taivalkoski)",1,1,2,2,2
"93470  Inget (Taivalkoski)",3,3,3,3,4
"93540  Tyrövaara (Taivalkoski)",5,8,8,8,7
"93590  Vanhala (Taivalkoski)",2,2,2,2,2
"93600  Kuusamo (Kuusamo)",448,490,486,480,483
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",36,39,42,44,46
"93800  Muojärvi (Kuusamo)",64,72,76,82,88
"93830  Rukatunturi (Kuusamo)",37,37,42,55,57
"93900  Oulangan kansallispuisto (Kuusamo)",21,17,18,19,20
"93999  Lososaari (Kuusamo)",0,0,0,0,0
"94100  Kemi Keskus (Kemi)",347,345,346,353,368
"94200  Torvinen - Vainio (Kemi)",66,60,62,64,67
"94300  Pajusaari (Kemi)",10,8,8,6,7
"94400  Keminmaa Keskus (Keminmaa)",126,136,128,132,132
"94430  Kaakamo (Tornio)",37,36,36,37,39
"94450  Lassila - Jokisuu (Keminmaa)",148,153,157,157,162
"94460  Ruottala (Tornio)",6,5,5,5,6
"94500  Lautiosaari (Keminmaa)",66,75,77,75,76
"94600  Ristikangas - Kivikko (Kemi)",169,175,179,185,187
"94700  Takajärvi - Haukkari (Kemi)",191,193,194,199,202
"94720  Peurasaari (Kemi)",45,46,47,44,48
"94800  Veitsiluoto (Kemi)",0,0,0,0,0
"94830  Pikku Berliini - Hepola (Kemi)",31,36,34,38,41
"94900  Ajos (Kemi)",9,9,9,12,13
"95100  Kuivaniemi Keskus (Ii)",18,16,17,20,19
"95110  Kuivaniemi kk (Ii)",6,6,7,9,9
"95130  Hyryoja (Ii)",1,1,1,1,1
"95160  Oijärvi - Lamminperä (Ii)",4,4,4,4,4
"95200  Simo Keskus (Simo)",42,45,45,48,49
"95210  Filpus (Simo)",17,19,21,20,19
"95220  Simoniemi (Simo)",16,16,17,16,15
"95225  Viantie (Simo)",5,6,6,6,6
"95230  Maksniemi (Simo)",31,32,34,34,33
"95255  Alaniemi (Simo)",3,3,5,2,2
"95260  Tainionjoki (Simo)",2,2,2,2,2
"95270  Yli-Kärppä - Tainionjoki (Simo)",1,2,2,2,1
"95300  Tervola Keskus (Tervola)",61,66,68,67,63
"95310  Liedakkala (Keminmaa)",18,19,20,23,23
"95315  Törmä (Keminmaa)",8,8,9,9,11
"95325  Paakkola (Tervola)",6,6,6,7,7
"95330  Tervola (Tervola)",10,12,13,14,15
"95340  Loue (Tervola)",7,8,8,10,10
