"12f6 -- 8. Main type of activity, 2010-2024"

"Postal code area","2020 Unemployed (PT)","2021 Unemployed (PT)","2022 Unemployed (PT)","2023 Unemployed (PT)","2024 Unemployed (PT)"
"81260  Ahveninen (Joensuu)",10,9,5,8,5
"81270  Paukkaja (Joensuu)",8,7,11,11,9
"81280  Uimaharju (Joensuu)",134,118,116,131,126
"81290  Ukkola (Joensuu)",19,12,13,24,18
"81295  Haapalahti (Joensuu)",8,7,4,8,8
"81320  Kuismavaara (Joensuu)",2,1,...,...,...
"81330  Luhtapohja (Joensuu)",9,11,8,6,6
"81350  Tokrajärvi (Ilomantsi)",9,7,5,9,12
"81360  Sarvinki (Joensuu)",6,8,1,7,5
"81390  Revonkylä (Joensuu)",6,4,3,4,2
"81420  Tyrjänsaari (Ilomantsi)",5,4,4,2,5
"81430  Kivilahti (Ilomantsi)",5,6,4,5,7
"81450  Huhus-Käenkoski (Ilomantsi)",13,9,8,11,9
"81460  Käenkoski (Ilomantsi)",...,...,...,...,...
"81470  Naarva (Ilomantsi)",4,6,4,5,3
"81560  Vuonisjärvi (Lieksa)",13,9,8,8,13
"81570  Kelvä (Lieksa)",8,7,10,8,7
"81590  Vuonislahti (Lieksa)",11,7,7,11,10
"81650  Hattuvaara (Lieksa)",10,13,7,5,6
"81660  Lehmikylä (Lieksa)",...,...,...,...,...
"81700  Lieksa Keskus (Lieksa)",313,301,301,345,351
"81720  Mähkö-Timitra (Lieksa)",165,145,153,163,160
"81750  Pankakoski (Lieksa)",68,64,63,64,66
"81810  Jamali (Lieksa)",24,18,18,13,19
"81820  Kylänlahti (Lieksa)",9,16,9,14,19
"81850  Mätäsvaara (Lieksa)",16,5,6,4,6
"81860  Viekijärvi (Lieksa)",19,21,15,19,15
"81950  Pankajärvi (Lieksa)",3,3,6,1,5
"81970  Jongunjoki-Pankajärvi (Lieksa)",9,11,8,12,7
"82110  Heinävaara (Joensuu)",61,46,45,52,65
"82120  Keskijärvi (Joensuu)",18,15,8,8,6
"82140  Kiihtelysvaara Keskus (Joensuu)",59,46,38,45,54
"82160  Oskola (Joensuu)",5,1,1,2,1
"82170  Uskali (Joensuu)",2,3,1,3,4
"82180  Huhtilampi (Joensuu)",6,5,3,5,4
"82200  Hammaslahti (Joensuu)",227,188,200,218,228
"82210  Suhmura (Joensuu)",32,29,25,23,25
"82220  Niittylahti (Joensuu)",121,93,79,100,99
"82290  Nieminen (Rääkkylä)",31,30,28,33,28
"82300  Rääkkylä Keskus (Rääkkylä)",61,45,43,50,57
"82310  Oravisalo-Varpasalo (Rääkkylä)",13,14,8,13,18
"82335  Rasivaara (Rääkkylä)",43,38,32,36,28
"82350  Tikkala (Tohmajärvi)",21,17,19,26,25
"82360  Onkamo (Tohmajärvi)",40,31,27,30,30
"82380  Tolosenmäki (Kitee)",26,24,21,25,25
"82395  Haarajärvi (Kitee)",11,9,8,11,8
"82430  Puhos-Leinovaara (Kitee)",70,55,40,52,51
"82460  Hummovaara (Kitee)",12,9,11,7,7
"82490  Heinoniemi (Kitee)",5,4,5,2,4
"82500  Kitee Keskus (Kitee)",425,338,303,375,369
"82510  Kiteenlahti (Kitee)",11,6,10,14,13
"82580  Juurikka (Kitee)",19,13,18,23,26
"82590  Närsäkkälä (Kitee)",8,4,6,8,6
"82600  Tohmajärvi Keskus (Tohmajärvi)",198,154,158,170,172
"82655  Värtsilä Keskus (Tohmajärvi)",32,30,21,20,20
"82660  Uusi-Värtsilä (Tohmajärvi)",20,21,16,19,28
"82670  Kaurila (Tohmajärvi)",7,9,6,7,4
"82675  Niirala-Jänisjoki (Tohmajärvi)",6,6,8,6,6
"82685  Littilä (Tohmajärvi)",4,9,3,4,3
"82710  Kovero (Joensuu)",36,27,24,41,25
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",66,56,52,47,60
"82750  Öllölä (Joensuu)",14,12,10,10,8
"82760  Hoilola (Joensuu)",9,7,9,10,9
"82770  Kaustajärvi (Tohmajärvi)",...,...,...,...,...
"82815  Marjovaara (Joensuu)",9,8,4,7,10
"82820  Maukkula (Ilomantsi)",19,14,11,12,11
"82830  Haukivaara (Ilomantsi)",9,4,5,5,5
"82840  Pirttiaho (Joensuu)",...,...,...,...,...
"82850  Kinnasniemi (Joensuu)",2,4,3,5,4
"82865  Kokinvaara-Mannervaara (Joensuu)",7,5,4,6,5
"82870  Luutalahti (Joensuu)",...,...,...,...,...
"82880  Mannervaara (Joensuu)",...,...,...,...,...
"82900  Ilomantsi Keskus (Ilomantsi)",269,184,169,176,206
"82915  Sonkaja (Ilomantsi)",12,6,3,7,5
"82960  Lehtovaara-Kuikkalampi (Ilomantsi)",11,7,7,3,5
"82967  Hattu (Ilomantsi)",4,2,3,2,3
"82980  Möhkö (Ilomantsi)",10,9,10,8,8
"83100  Liperi Keskus (Liperi)",178,141,130,149,152
"83130  Salokylä (Liperi)",30,22,14,14,24
"83140  Puromäki (Liperi)",6,8,5,6,5
"83150  Roukalahti (Liperi)",10,15,13,12,16
"83160  Tutjunniemi (Liperi)",8,7,8,10,9
"83320  Risti-Juojärvi (Liperi)",8,7,5,5,5
"83330  Kaatamo (Liperi)",13,11,11,9,13
"83340  Kaarnalampi (Liperi)",5,6,1,3,4
"83400  Viinijärvi (Liperi)",128,99,103,109,116
"83430  Käsämä (Liperi)",34,23,24,35,36
"83450  Vaivio (Liperi)",25,19,14,17,24
"83460  Harinjärvi (Liperi)",21,16,14,16,13
"83480  Ahonkylä (Liperi)",18,12,12,11,12
"83500  Outokumpu Keskus (Outokumpu)",470,352,381,382,443
"83550  Kokonvaara (Outokumpu)",4,3,2,3,4
"83630  Kuusjärvi (Outokumpu)",35,27,24,23,19
"83660  Varislahti (Outokumpu)",20,19,14,8,11
"83700  Polvijärvi Keskus (Polvijärvi)",181,139,128,110,134
"83720  Kuorevaara (Polvijärvi)",23,17,12,18,19
"83750  Sotkuma (Polvijärvi)",26,24,18,22,25
"83760  Sola (Polvijärvi)",7,7,5,6,6
"83780  Horsmanaho (Polvijärvi)",16,11,11,9,7
"83825  Kinahmo (Polvijärvi)",14,10,11,13,11
"83830  Hukkala (Polvijärvi)",12,7,7,9,10
"83835  Ruvaslahti (Polvijärvi)",18,11,9,11,14
"83840  Saarivaara (Polvijärvi)",7,2,0,0,4
"83855  Martonvaara-Sammakkovaara (Polvijärvi)",8,4,5,7,5
"83870  Polvela-Timovaara (Juuka)",17,11,12,16,13
"83880  Kajoo (Juuka)",14,11,15,15,11
"83900  Juuka Keskus (Juuka)",246,184,185,212,234
"83910  Paalasmaa (Juuka)",4,5,5,5,4
"83915  Vihtasuo (Juuka)",...,...,...,...,...
"83940  Nunnanlahti (Juuka)",20,19,21,24,22
"83950  Ahmovaara (Juuka)",45,41,36,35,48
"83960  Koli (Lieksa)",19,12,14,13,14
"83985  Tuopanjoki (Juuka)",...,...,...,...,...
"84100  Ylivieska Keskus (Ylivieska)",708,530,482,657,644
"84460  Tuomiperä (Ylivieska)",12,5,5,10,8
"84540  Vähäkangas (Ylivieska)",27,22,15,24,26
"84650  Kantokylä (Ylivieska)",6,4,9,6,8
"84770  Isokoski (Ylivieska)",5,7,5,8,7
"84880  Raudaskylä (Ylivieska)",33,20,26,26,33
"85100  Kalajoki Keskus (Kalajoki)",323,231,242,352,292
"85120  Metsä (Kalajoki)",9,8,7,9,3
"85140  Tynkä (Kalajoki)",40,28,19,37,29
"85150  Typpö (Kalajoki)",9,9,5,7,8
"85160  Rautio (Kalajoki)",18,16,12,16,22
"85180  Rahja (Kalajoki)",22,11,13,21,16
"85200  Alavieska Keskus (Alavieska)",104,67,89,105,84
"85210  Kähtävä (Alavieska)",8,6,6,4,2
"85230  Talus (Alavieska)",12,9,9,9,10
"85310  Sievi Asemanseutu (Sievi)",29,8,13,21,14
"85320  Markkula (Sievi)",19,16,14,11,11
"85340  Jyrinki (Sievi)",32,10,13,29,27
"85410  Sievi Keskus (Sievi)",99,59,77,117,101
"85430  Koivisto (Sievi)",14,10,13,20,16
"85450  Joenkylä (Sievi)",17,15,10,11,13
"85470  Kiiskilampi (Sievi)",17,15,15,18,24
"85500  Nivala Keskus (Nivala)",345,235,254,339,305
"85540  Mönkö (Nivala)",16,8,9,15,16
"85560  Ainastalo (Nivala)",24,14,19,13,17
"85580  Karvoskylä (Nivala)",24,25,23,30,29
"85620  Sarja (Nivala)",14,9,9,12,13
"85630  Sarjanahde (Nivala)",19,15,13,20,15
"85640  Maliskylä (Nivala)",26,27,25,20,22
"85660  Ruuskankylä (Nivala)",4,3,4,6,5
"85710  Parkkila (Haapajärvi)",19,16,18,13,15
"85730  Tulppo (Haapajärvi)",4,4,7,4,5
"85800  Haapajärvi Keskus (Haapajärvi)",259,172,186,218,269
"85820  Oksava (Haapajärvi)",35,23,30,27,42
"85840  Kuona (Haapajärvi)",19,9,13,8,9
"85900  Reisjärvi Keskus (Reisjärvi)",65,48,48,41,45
"85930  Kangaskylä-Tolpankangas (Reisjärvi)",12,11,12,13,14
"85940  Räisälänmäki (Reisjärvi)",9,3,5,6,5
"85980  Köyhänperä (Reisjärvi)",17,14,9,9,12
"86100  Pyhäjoki Keskus (Pyhäjoki)",95,69,82,97,94
"86110  Parhalahti (Pyhäjoki)",23,11,16,24,13
"86160  Pirttikoski (Pyhäjoki)",20,12,14,11,10
"86170  Yppäri (Pyhäjoki)",25,20,23,25,25
"86210  Petäjäskoski (Oulainen)",6,2,3,3,3
"86220  Merijärvi Keskus (Merijärvi)",48,31,24,27,23
"86230  Ylipää (Merijärvi)",11,7,4,7,4
"86240  Pyhänkoski (Merijärvi)",12,3,3,7,5
"86300  Oulainen Keskus (Oulainen)",362,254,233,303,273
"86350  Kilpua (Oulainen)",7,8,4,6,6
"86360  Ilveskorpi (Raahe)",6,6,7,7,3
"86400  Vihanti Keskus (Raahe)",77,50,54,69,68
"86440  Lampinsaari (Raahe)",16,12,16,20,18
"86460  Alpua (Raahe)",16,12,13,19,22
"86470  Lumimetsä (Raahe)",10,9,4,5,5
"86480  Karhukangas (Haapavesi)",1,1,2,2,3
"86510  Matkaniva (Oulainen)",9,5,8,13,7
"86530  Annonen (Haapavesi)",9,1,4,4,6
"86550  Mieluskylä (Haapavesi)",17,11,14,12,11
"86600  Haapavesi Keskus (Haapavesi)",274,164,167,232,226
"86650  Kytökylä-Joutenniva (Haapavesi)",23,18,19,24,24
"86680  Vatjusjärvi (Haapavesi)",29,18,17,15,15
"86690  Karsikas (Haapavesi)",11,7,4,6,7
"86710  Kärsämäki Keskus (Kärsämäki)",124,88,91,113,105
"86790  Venetpalo (Kärsämäki)",0,0,0,0,0
"86800  Pyhäsalmi (Pyhäjärvi)",223,160,157,179,189
"86810  Pellikkaperä (Pyhäjärvi)",6,3,5,9,6
"86850  Hiidenniemi (Pyhäjärvi)",7,10,4,5,8
"86870  Vesikoski (Pyhäjärvi)",24,17,14,15,10
"86900  Pyhäkumpu (Pyhäjärvi)",28,35,45,28,31
"86980  Väliaho (Pyhäjärvi)",1,3,5,2,2
"87100  Kajaani Keskus (Kajaani)",356,340,308,319,373
"87150  Purola (Kajaani)",134,104,83,104,124
"87200  Teppana (Kajaani)",204,172,163,174,178
"87250  Kättö-Kätönlahti (Kajaani)",195,180,158,178,177
"87300  Palokangas (Kajaani)",67,70,64,80,105
"87400  Petäisenniska (Kajaani)",78,61,57,77,74
"87500  Lehtikangas (Kajaani)",255,235,211,223,266
"87700  Lohtaja-Kettu (Kajaani)",271,277,241,301,334
"87800  Vuoreslahti (Kajaani)",46,34,30,30,38
"87830  Nakertaja (Kajaani)",82,67,71,66,77
"87850  Paltaniemi (Kajaani)",20,11,17,16,17
"87900  Kajaani (Kajaani)",22,21,23,20,15
"87910  Linnantaus (Kajaani)",16,14,22,18,17
"87930  Salmijärvi (Kajaani)",9,5,6,7,12
"87950  Kuluntalahti (Kajaani)",29,27,29,23,32
"87970  Jormua (Kajaani)",17,8,8,8,10
"88120  Tuhkakylä (Sotkamo)",2,2,3,1,3
"88200  Otanmäki-Kytökoski (Kajaani)",66,58,47,57,48
"88270  Vuolijoki Keskus (Kajaani)",37,36,31,29,42
"88300  Paltamo Keskus (Paltamo)",119,110,100,88,91
"88310  Melalahti (Paltamo)",15,11,8,5,5
"88340  Manamansalo (Vaala)",8,5,8,8,11
"88350  Kivesjärvi (Paltamo)",2,1,3,2,4
"88380  Mieslahti (Paltamo)",9,8,6,6,5
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",51,48,40,45,48
"88440  Jokikylä (Ristijärvi)",4,3,3,3,3
"88460  Hiisijärvi (Ristijärvi)",2,4,2,2,1
"88470  Kontiomäki (Paltamo)",46,31,28,24,28
"88490  Pohjavaara (Sotkamo)",9,11,8,11,9
"88530  Paakki (Sotkamo)",3,1,4,6,6
"88600  Sotkamo Keskus (Sotkamo)",217,185,183,186,223
"88610  Vuokatti (Sotkamo)",104,82,73,74,87
"88615  Vuokatin Urheiluopisto (Sotkamo)",0,0,...,...,...
"88620  Korholanmäki (Sotkamo)",10,5,7,9,9
"88640  Ontojoki (Sotkamo)",4,3,3,4,4
"88670  Juurikkalahti-Maanselkä (Sotkamo)",4,5,2,4,3
"88690  Maanselkä (Sotkamo)",6,4,3,0,1
"88730  Ylä-Vieksi (Kuhmo)",6,7,5,4,5
"88740  Härmänkylä-Iivantiira (Kuhmo)",5,3,4,2,5
"88760  Iivantiira (Kuhmo)",9,13,10,4,3
"88900  Kuhmo Keskus (Kuhmo)",431,340,333,328,374
"88930  Lentiira-Kuumu (Kuhmo)",22,22,17,22,12
"88940  Kuumu (Kuhmo)",...,...,...,...,...
"89110  Törmänmäki (Puolanka)",5,4,4,8,4
"89140  Kotila-Törmänmäki (Puolanka)",4,6,10,10,9
"89200  Puolanka Keskus (Puolanka)",139,119,140,139,152
"89210  Puokiovaara (Puolanka)",5,3,3,1,0
"89320  Joukokylä (Puolanka)",7,6,6,4,4
"89330  Suolijärvi (Puolanka)",3,1,4,5,4
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",104,85,87,83,81
"89430  Hoikka (Hyrynsalmi)",3,1,2,0,4
"89440  Sakara (Suomussalmi)",7,5,3,6,10
"89540  Moisiovaara (Hyrynsalmi)",11,10,13,9,8
"89560  Karhuvaara (Hyrynsalmi)",5,4,5,4,4
"89600  Ämmänsaari (Suomussalmi)",296,243,206,227,248
"89610  Jumaliskylä (Suomussalmi)",4,2,3,4,3
"89640  Pesiökylä (Suomussalmi)",8,5,6,2,6
"89660  Takalo (Suomussalmi)",8,6,5,5,3
"89670  Näljänkä (Suomussalmi)",19,17,9,16,21
"89680  Vaaranniva (Suomussalmi)",6,6,8,6,8
"89730  Ahjola (Suomussalmi)",4,...,...,...,...
"89740  Kianta (Suomussalmi)",4,5,3,4,6
"89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi)",4,4,3,4,3
"89770  Peranka (Suomussalmi)",2,2,0,3,3
"89780  Kaikkonen (Suomussalmi)",10,7,5,5,5
"89800  Suomussalmi Keskus (Suomussalmi)",82,65,57,71,80
"89830  Ala-Vuokki (Suomussalmi)",0,0,2,1,4
"89840  Yli-Vuokki (Suomussalmi)",3,2,4,2,3
"89920  Ruhtinansalmi (Suomussalmi)",24,22,20,18,19
"90100  Oulu Keskus (Oulu)",706,597,636,736,806
"90120  Heinäpää (Oulu)",695,572,613,671,702
"90130  Raksila (Oulu)",461,391,410,456,470
"90140  Karjasilta (Oulu)",196,165,199,220,239
"90150  Höyhtyä (Oulu)",406,368,407,447,472
"90220  Kontinkangas (Oulu)",67,75,87,92,123
"90230  Värttö-Maikkula (Oulu)",388,312,299,322,355
"90240  Iinatti (Oulu)",400,337,348,352,370
"90250  Kaukovainio (Oulu)",776,673,790,777,838
"90310  Madekoski (Oulu)",144,100,106,126,135
"90400  Äimärautio (Oulu)",106,93,130,161,153
"90410  Kaakkuri (Oulu)",258,222,192,240,271
"90420  Metsokangas (Oulu)",613,487,518,594,607
"90440  Kempele Keskus (Kempele)",514,408,424,518,562
"90450  Honkanen (Kempele)",353,294,267,356,361
"90460  Oulunsalo Keskus (Oulu)",492,393,380,420,443
"90470  Varjakka (Oulu)",66,57,59,69,56
"90480  Hailuoto (Hailuoto)",36,33,35,35,41
"90500  Tuira (Oulu)",842,763,773,805,844
"90510  Hietasaari (Oulu)",139,116,125,152,161
"90520  Taskila-Toppila (Oulu)",773,676,735,854,884
"90530  Välivainio (Oulu)",506,429,493,504,568
"90540  Kuivasjärvi (Oulu)",521,403,420,504,513
"90550  Pyykösjärvi-Puolivälinkangas (Oulu)",337,297,285,275,318
"90560  Koskela-Oulu (Oulu)",229,203,209,242,261
"90570  Kaijonharju-Linnanmaa (Oulu)",601,489,532,607,586
"90580  Rajakylä (Oulu)",448,391,408,425,456
"90590  Teknologiakylä (Oulu)",...,...,1,1,3
"90600  Oulun rahtiterminaali (Oulu)",0,0,0,0,0
"90620  Rusko-Heikinharju (Oulu)",34,33,31,40,39
"90630  Korvensuora (Oulu)",410,347,363,404,417
"90650  Haapalehto (Oulu)",631,537,509,593,642
"90660  Sanginsuu (Oulu)",30,25,28,31,25
"90670  Hiukkavaara (Oulu)",163,131,143,189,210
"90800  Pateniemi (Oulu)",468,381,355,434,441
"90810  Kiviniemi (Oulu)",150,121,102,141,143
"90820  Kello (Oulu)",181,152,150,177,158
"90830  Haukipudas Keskus (Oulu)",488,374,393,474,479
"90840  Haukipudas Asemanseutu (Oulu)",89,73,87,85,98
"90850  Martinniemi (Oulu)",135,129,139,161,156
"90860  Halosenniemi (Oulu)",34,23,23,27,25
"90900  Kiiminki Keskus (Oulu)",347,297,284,316,351
"90910  Kontio (Oulu)",78,59,58,73,74
"90940  Jääli (Oulu)",259,215,216,260,256
"91100  Ii Keskus (Ii)",390,306,306,371,386
"91110  Ii Asemanseutu (Ii)",41,36,27,43,46
"91140  Olhava (Ii)",31,29,20,28,31
"91150  Yli-Olhava (Ii)",15,11,18,15,17
"91200  Yli-Ii Keskus (Oulu)",87,69,70,90,73
"91210  Jakkukylä (Ii)",24,16,20,27,24
"91240  Tannila (Oulu)",19,17,16,16,17
"91260  Pahkakoski - Räinä (Oulu)",6,9,10,10,15
"91300  Ylikiiminki Keskus (Oulu)",195,166,174,195,188
"91310  Arkala (Oulu)",8,18,14,15,17
"91410  Jokirinne (Muhos)",59,41,38,35,49
"91430  Leppiniemi (Muhos)",11,10,8,8,11
"91500  Muhos Keskus (Muhos)",391,383,306,340,326
"91510  Rova (Muhos)",14,17,19,14,11
"91560  Kylmälänkylä (Muhos)",8,6,9,10,12
"91600  Utajärvi Keskus (Utajärvi)",96,82,92,100,102
"91620  Sanginkylä (Utajärvi)",13,7,8,8,6
"91630  Juorkuna (Utajärvi)",9,7,5,7,8
"91640  Särkijärvi (Utajärvi)",6,4,6,3,5
"91660  Ahmas (Utajärvi)",10,10,10,10,11
"91670  Rokua (Utajärvi)",...,...,...,...,...
"91700  Vaala Keskus - Oterma (Vaala)",89,72,61,72,82
"91710  Jylhämä (Vaala)",1,0,3,3,2
"91720  Oterma (Vaala)",9,9,9,9,7
"91730  Kankari (Vaala)",0,0,2,3,4
"91740  Jaalanka - Liminpuro (Vaala)",11,8,10,9,13
"91750  Liminpuro (Vaala)",4,1,5,5,4
"91760  Säräisniemi (Vaala)",15,11,11,9,10
"91780  Neittävä (Vaala)",9,5,5,4,5
"91790  Nuojua (Vaala)",7,7,8,10,7
"91800  Tyrnävä (Tyrnävä)",251,198,167,221,233
"91900  Liminka Keskus (Liminka)",291,176,191,220,236
"91910  Tupos (Liminka)",123,77,78,109,98
"91930  Ala-Temmes (Liminka)",21,14,18,11,18
"91950  Temmes (Tyrnävä)",38,31,31,33,36
"91980  Lumijoki (Lumijoki)",81,64,61,86,72
"92100  Raahe Keskus (Raahe)",328,246,249,289,284
"92120  Ollinsaari - Mestauskallio (Raahe)",219,166,165,198,199
"92130  Isoholmi - Antinkangas (Raahe)",174,110,127,141,136
"92140  Pattijoki Keskus (Raahe)",383,233,230,254,241
"92150  Kummatti - Junnilanmäki (Raahe)",114,115,123,166,148
"92160  Saloinen (Raahe)",88,57,51,63,65
"92180  Lapaluoto (Raahe)",12,8,9,12,9
"92210  Arkkukari (Raahe)",43,22,19,19,27
"92220  Piehinki (Raahe)",46,25,34,28,33
"92230  Mattilanperä (Raahe)",9,9,5,12,11
"92240  Lasikangas (Raahe)",21,10,15,15,13
"92260  Kopsa (Raahe)",16,7,14,11,13
"92320  Siikajoki Keskus (Siikajoki)",60,39,31,38,40
"92330  Karinkanta (Siikajoki)",7,7,7,5,4
"92350  Revonlahti (Siikajoki)",33,25,18,34,26
"92400  Ruukki Keskus (Siikajoki)",98,72,58,82,79
"92430  Paavola - Huumola (Siikajoki)",37,34,32,31,35
"92440  Saarikoski (Siikajoki)",5,1,2,3,2
"92450  Luohua (Siikajoki)",15,14,10,13,14
"92470  Tuomioja (Siikajoki)",10,7,8,11,9
"92500  Rantsila Keskus (Siikalatva)",63,57,61,69,68
"92520  Sipola (Siikalatva)",9,6,2,2,3
"92530  Mankila (Siikalatva)",9,4,4,3,5
"92600  Pulkkila Keskus (Siikalatva)",48,31,33,65,31
"92610  Vorna (Siikalatva)",6,3,6,6,6
"92620  Piippola Keskus (Siikalatva)",42,28,36,42,38
"92640  Leskelä (Siikalatva)",17,13,9,8,9
"92650  Laakkola (Siikalatva)",13,9,3,9,5
"92700  Kestilä (Siikalatva)",63,38,45,50,41
"92810  Pelsonsuo (Vaala)",6,8,6,5,5
"92830  Veneheitto (Vaala)",21,12,6,14,11
"92910  Tavastkenkä (Pyhäntä)",12,10,10,18,8
"92920  Ahokylä (Pyhäntä)",7,3,5,11,7
"92930  Pyhäntä (Pyhäntä)",48,26,32,70,42
"93100  Pudasjärvi Keskus (Pudasjärvi)",257,204,249,311,296
"93140  Kipinä (Pudasjärvi)",36,20,29,26,30
"93160  Hetejärvi (Pudasjärvi)",14,12,14,16,16
"93170  Yli-Kollaja (Pudasjärvi)",6,2,1,2,4
"93180  Ikosenniemi (Pudasjärvi)",...,...,...,...,...
"93187  Ala-Siurua (Pudasjärvi)",12,12,13,11,6
"93190  Yli-Siurua - Ikosenniemi (Pudasjärvi)",15,13,12,13,12
"93195  Kokkokylä (Pudasjärvi)",7,5,6,3,6
"93220  Livo (Pudasjärvi)",2,5,5,6,8
"93225  Pärjänsuo (Pudasjärvi)",19,14,12,14,13
"93240  Rytinki (Pudasjärvi)",7,7,5,6,7
"93250  Sarajärvi (Pudasjärvi)",31,21,19,14,17
"93270  Sotkajärvi (Pudasjärvi)",21,23,22,22,26
"93277  Iinattijärvi (Pudasjärvi)",6,8,12,12,13
"93280  Syöte (Pudasjärvi)",25,4,17,17,21
"93290  Pintamo (Pudasjärvi)",8,10,6,6,4
"93350  Jaurakkajärvi (Pudasjärvi)",12,9,8,9,9
"93390  Puhoskylä (Pudasjärvi)",18,12,17,19,18
"93400  Taivalkoski Keskus (Taivalkoski)",171,138,143,158,193
"93420  Jurmu (Taivalkoski)",12,12,8,11,14
"93440  Loukusa (Taivalkoski)",6,3,5,7,10
"93470  Inget (Taivalkoski)",6,3,4,4,5
"93540  Tyrövaara (Taivalkoski)",29,19,17,16,23
"93590  Vanhala (Taivalkoski)",25,18,16,20,22
"93600  Kuusamo (Kuusamo)",530,397,433,514,552
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",88,65,62,69,76
"93800  Muojärvi (Kuusamo)",116,79,70,93,80
"93830  Rukatunturi (Kuusamo)",44,26,30,35,30
"93900  Oulangan kansallispuisto (Kuusamo)",42,32,29,43,51
"93999  Lososaari (Kuusamo)",0,0,0,0,0
"94100  Kemi Keskus (Kemi)",565,438,457,435,485
"94200  Torvinen - Vainio (Kemi)",149,119,115,97,134
"94300  Pajusaari (Kemi)",16,15,17,16,23
"94400  Keminmaa Keskus (Keminmaa)",134,106,104,113,98
"94430  Kaakamo (Tornio)",36,31,21,25,22
"94450  Lassila - Jokisuu (Keminmaa)",98,79,83,79,74
"94460  Ruottala (Tornio)",7,5,6,6,5
"94500  Lautiosaari (Keminmaa)",130,84,94,90,101
"94600  Ristikangas - Kivikko (Kemi)",151,97,116,106,100
"94700  Takajärvi - Haukkari (Kemi)",394,316,324,309,320
"94720  Peurasaari (Kemi)",61,45,41,46,43
"94800  Veitsiluoto (Kemi)",0,0,0,0,0
"94830  Pikku Berliini - Hepola (Kemi)",178,146,162,139,134
"94900  Ajos (Kemi)",20,16,15,12,14
"95100  Kuivaniemi Keskus (Ii)",71,64,54,62,70
"95110  Kuivaniemi kk (Ii)",20,17,21,23,23
"95130  Hyryoja (Ii)",4,5,4,3,6
"95160  Oijärvi - Lamminperä (Ii)",15,16,20,11,17
"95200  Simo Keskus (Simo)",59,41,53,59,50
"95210  Filpus (Simo)",10,7,7,12,8
"95220  Simoniemi (Simo)",9,11,12,13,15
"95225  Viantie (Simo)",9,7,14,15,10
"95230  Maksniemi (Simo)",45,31,31,19,16
"95255  Alaniemi (Simo)",1,0,1,3,2
"95260  Tainionjoki (Simo)",4,5,4,4,3
"95270  Yli-Kärppä - Tainionjoki (Simo)",7,6,4,7,6
"95300  Tervola Keskus (Tervola)",80,84,78,66,60
"95310  Liedakkala (Keminmaa)",18,17,19,16,12
"95315  Törmä (Keminmaa)",14,7,9,8,7
"95325  Paakkola (Tervola)",6,9,6,7,5
"95330  Tervola (Tervola)",32,25,24,20,25
"95340  Loue (Tervola)",14,10,7,8,11
"95350  Peura (Tervola)",...,...,...,...,...
"95355  Koivu-Peura (Tervola)",20,17,17,15,16
"95365  Maula (Keminmaa)",9,9,12,11,9
"95370  Itäkoski (Keminmaa)",8,2,1,4,3
"95375  Yli-Paakkola (Tervola)",2,4,6,5,4
"95400  Tornio Keskus (Tornio)",184,168,167,139,139
"95410  Kiviranta (Tornio)",164,116,112,111,123
"95420  Miukki-Palosaari-Luotomäki (Tornio)",307,272,273,259,257
"95430  Suensaari (Tornio)",102,68,57,42,66
"95440  Kyläjoki (Tornio)",33,20,34,29,26
"95450  Kirkonmäki (Tornio)",126,110,93,88,84
"95460  Kantojärvi (Tornio)",39,42,33,41,29
"95470  Pirkkiö - Röyttä (Tornio)",45,35,32,23,27
"95490  Terästehtaanalue (Tornio)",0,0,0,0,0
"95500  Vojakkala - Yli-Liakka (Tornio)",39,36,39,37,37
"95520  Kukkola (Tornio)",12,11,15,11,13
"95530  Karunki (Tornio)",23,23,27,21,37
"95540  Korpikylä (Tornio)",5,5,4,3,5
"95560  Aapajoki (Tornio)",1,7,6,6,7
"95590  Arpela (Tornio)",46,37,31,30,21
"95600  Ylitornio Keskus (Ylitornio)",98,92,78,90,100
"95610  Kainuunkylä (Ylitornio)",10,13,7,13,8
"95615  Pekanpää (Ylitornio)",3,3,4,6,5
"95620  Aavasaksa (Ylitornio)",32,22,21,17,10
"95630  Kuivakangas (Ylitornio)",9,7,6,3,2
"95635  Kaulinranta (Ylitornio)",16,9,8,14,14
"95640  Juoksenki (Pello)",14,13,12,10,5
"95645  Turtola (Pello)",20,14,18,16,15
"95655  Etelä-Portimojärvi (Ylitornio)",6,8,9,8,8
"95660  Kantomaanpää (Ylitornio)",7,5,6,4,3
"95670  Pessalompolo (Ylitornio)",7,2,0,1,3
"95675  Meltosjärvi (Ylitornio)",5,3,4,8,9
"95680  Lohijärvi (Ylitornio)",5,3,5,6,2
"95690  Mellakoski (Ylitornio)",10,10,8,11,10
"95700  Pello Keskus (Pello)",113,91,72,73,83
"95710  Naamijoki (Pello)",4,1,4,3,2
"95720  Jarhoinen (Pello)",5,4,0,1,1
"95750  Orajärvi (Pello)",3,1,2,3,2
"95760  Konttajärvi (Pello)",2,1,3,4,1
